geo_id,total,less_20,twenty_39,forty_59,sixty_99,hun_149,hunfifty_199,twohun_more,year,state,county,county_state,fi_rate,number_food_insecure_individuals,low_threshold_in_state,low_threshold_type,high_threshold_in_state,high_threshold_type,percent_fi_low_threshold,percent_fi_btwn_thresholds,percent_fi_high_threshold,weighted_annual_food_budget_shortfall,cost_per_meal,child_fi_rate,number_food_insecure_children,percent_of_children_in_fi_hh_with_hh_incomes_below_185_percent_fpl,percent_of_children_in_fi_hh_with_hh_incomes_above_185_percent_fpl,zip,latitude,longitude,estimate_total_edu_data,estimate_total_less_than_9th_grade,estimate_total_9th_to_12th_grade_no_diploma,estimate_total_high_school_graduate_includes_equivalency,estimate_total_some_college_no_degree,estimate_total_associates_degree,estimate_total_bachelors_degree,estimate_total_graduate_or_professional_degree,estimate_total_hispanic_data,estimate_total_not_hispanic_or_latino,estimate_total_hispanic_or_latino,estimate_total_immigration_data,estimate_total_u_s_citizen,estimate_total_not_a_u_s_citizen,estimate_total_income_data,estimate_total_less_than_20_000,estimate_total_20_000_to_39_999,estimate_total_40_000_to_59_999,estimate_total_60_000_to_99_999,estimate_total_100_000_to_149_999,estimate_total_150_000_to_199_999,estimate_total_200_000_or_more,estimate_total_ins_status_data,estimate_total_under_19_years,estimate_total_under_19_years_with_health_insurance_coverage,estimate_total_under_19_years_no_health_insurance_coverage,estimate_total_19_to_64_years,estimate_total_19_to_64_years_with_health_insurance_coverage,estimate_total_19_to_64_years_no_health_insurance_coverage,estimate_total_65_years_and_over,estimate_total_65_years_and_over_with_health_insurance_coverage,estimate_total_65_years_and_over_no_health_insurance_coverage,estimate_total_race_data,estimate_total_white_alone,estimate_total_black_or_african_american_alone,estimate_total_american_indian_and_alaska_native_alone,estimate_total_asian_alone,estimate_total_native_hawaiian_and_other_pacific_islander_alone,estimate_total_some_other_race_alone,estimate_total_two_or_more_races
0500000US27103,12803,0.07479403774874607,0.12378230227749248,0.1436094330020785,0.23469222122302294,0.13098107589441912,0.03111334359858116,0.04209452369219803,2017,MN,nicollet,nicollet_MN,0.087,2920,1.65,SNAP,1.85,Other Nutrition Program,0.533,0.011,0.456,1855000,3.72,0.117,870,0.52,0.48,56003,44.16,-93.99,22508,295,704,6034,3953,3492,4815,3215,33966,32444,1522,33966,32901,1065,12803,1226,2029,2354,3847,2147,510,690,33731,8335,7916,419,20273,19277,996,5123,5123,0,33966,31465,638,0,1072,0,68,723
0500000US27105,7803,0.24044616954716747,0.3197736967953108,0.22796399134663142,0.24980780319756946,0.15553450994615273,0.03350479411722825,0.05452741003392048,2017,MN,nobles,nobles_MN,0.074,1620,1.65,SNAP,1.85,Other Nutrition Program,0.874,0.023,0.102,778000,2.81,0.139,810,0.77,0.23,56110,43.63,-95.93,13848,1800,1353,4533,2431,1379,1606,746,21944,15741,6203,21944,19076,2868,7803,1464,1947,1388,1521,947,204,332,21646,6096,6057,39,12376,11295,1081,3174,3126,48,null,null,null,null,null,null,null,null
0500000US27109,61873,0.01608560266025191,0.019852318970106288,0.025238566564364073,0.03980912382952892,0.034720661019822734,0.013152161317695414,0.012762951379992015,2017,MN,olmsted,olmsted_MN,0.082,12460,1.65,SNAP,1.85,Other Nutrition Program,0.563,0.024,0.413,6456000,3.04,0.117,4400,0.6,0.4,55901,44.01,-92.47,105285,2459,2269,22617,18410,11291,27683,20556,154930,147123,7807,154930,145128,9802,61873,6158,7600,9662,15240,13292,5035,4886,153249,39521,39062,459,91386,87020,4366,22342,22342,0,154930,130111,9570,329,8327,0,1158,5435
0500000US27111,22632,0.07219731356334266,0.09304824133123067,0.08270087080971322,0.09293110128759087,0.06481749081403397,0.01997237744058938,0.016184849362901856,2017,MN,otter tail,otter tail_MN,0.087,5020,1.65,SNAP,1.85,Other Nutrition Program,0.594,0.071,0.335,2214000,2.58,0.137,1710,0.74,0.26,56324,46.17,-95.91,41422,1312,2867,12450,8774,5552,7460,3007,58345,56324,2021,58345,57021,1324,22632,3698,4766,4236,4760,3320,1023,829,57699,13077,11873,1204,31514,28905,2609,13108,13088,20,58345,55166,771,29,460,0,741,1178
0500000US27115,9378,0.19284367141421405,0.21956434522455623,0.2047826958826648,0.25197026878177964,0.12803182429976714,0.03865969827879291,0.030472938643283827,2017,MN,pine,pine_MN,0.11,3190,1.65,SNAP,1.85,Other Nutrition Program,0.676,0.056,0.268,1687000,3.1,0.167,990,0.89,0.11,55007,45.94,-93.07,21269,557,1221,8715,5170,1668,2651,1287,29203,28368,835,29203,28905,298,9378,1696,1931,1801,2216,1126,340,268,27703,6251,6012,239,15733,14527,1206,5719,5719,0,null,null,null,null,null,null,null,null
0500000US27119,11765,0.18928553560491626,0.12679241030023974,0.13856857148482038,0.18639568009949772,0.13582320875467274,0.02636993148694445,0.04674341280014536,2017,MN,polk,polk_MN,0.096,3030,1.65,SNAP,1.85,Other Nutrition Program,0.624,0.029,0.347,1693000,3.28,0.146,1100,0.74,0.27,56517,47.54,-96.52,21508,669,864,6821,4180,2358,4330,2286,31619,30773,846,31619,31270,349,11765,2620,1755,1918,2580,1880,365,647,31084,8053,7624,429,17503,16456,1047,5528,5528,0,31619,27781,1852,474,529,0,55,928
0500000US27123,211123,0.006405458578173412,0.008604327252639371,0.007686505423515788,0.01115699818193982,0.007196746182993477,0.0032180973642015847,0.003097620629359403,2017,MN,ramsey,ramsey_MN,0.119,63760,1.65,SNAP,1.85,Other Nutrition Program,0.701,0.009,0.29,35027000,3.22,0.152,19120,0.84,0.16,55101,44.94,-93.1,365279,22597,15884,73099,67902,30936,90931,63930,547974,506542,41432,547974,501025,46949,211123,28551,38352,34261,49730,32078,14344,13807,543833,136158,132354,3804,333054,309712,23342,74621,74436,185,547974,362535,67086,3460,83579,123,12048,19143
0500000US27131,23130,0.05906576281096208,0.08024345561628489,0.05749566025522765,0.12600073009768842,0.06897236226976268,0.018972072548457754,0.02158891014134848,2017,MN,rice,rice_MN,0.086,5630,1.65,SNAP,1.85,Other Nutrition Program,0.603,0.03,0.367,2857000,2.97,0.137,1980,0.8,0.2,55019,44.42,-93.2,42340,1886,2308,12986,8856,4627,7691,3986,65968,60648,5320,65968,62413,3555,23130,3160,4293,3076,6741,3690,1015,1155,63403,15283,15052,231,38138,36465,1673,9982,9982,0,65968,56946,3596,163,1624,82,2718,839
0500000US27139,50018,0.010532415295985868,0.0154049064708651,0.029302898115701102,0.04568709936740739,0.054344864654354404,0.021860257781308047,0.022795584225050246,2017,MN,scott,scott_MN,0.059,8320,1.65,SNAP,1.85,Other Nutrition Program,0.48,0.051,0.469,4420000,3.11,0.103,4150,0.53,0.47,55020,44.56,-93.32,94197,2161,2495,19806,19778,10692,27138,12127,145827,138255,7572,145827,141059,4768,50018,2635,3854,7331,11430,13596,5469,5703,144151,42445,41673,772,87712,84270,3442,13994,13994,0,145827,122558,6566,1261,9081,39,3211,3111
0500000US27141,31869,0.01609833218118013,0.035780635563552654,0.034825566314883254,0.09573338458569688,0.07435755635001368,0.03944337536257345,0.01754570516627706,2017,MN,sherburne,sherburne_MN,0.069,6380,1.65,SNAP,1.85,Other Nutrition Program,0.499,0.046,0.454,3335000,3.06,0.122,3050,0.59,0.41,55308,45.37,-93.87,61784,1328,2352,17321,15530,7979,13207,4067,94570,92173,2397,94570,93591,979,31869,1635,3634,3537,9723,7552,4006,1782,92626,26141,25662,479,56357,54178,2179,10128,10128,0,94570,87215,2490,275,1262,0,1487,1841
0500000US27145,59708,0.02102357598565402,0.03342454055304247,0.024204461264871052,0.04411725191492548,0.025707948486793742,0.012465479877284386,0.006538486407279456,2017,MN,stearns,stearns_MN,0.105,16250,1.65,SNAP,1.85,Other Nutrition Program,0.609,0.021,0.37,8322000,3,0.138,4940,0.72,0.28,55320,45.41,-94.04,97265,4759,3420,25312,20826,13203,19922,9823,157822,152435,5387,157822,148563,9259,59708,7495,11916,8629,15728,9165,4444,2331,156729,39393,38140,1253,95027,90860,4167,22309,22309,0,157822,139326,9654,335,3869,15,2124,2499
0500000US27147,14697,0.07546233096594113,0.13810069525852905,0.1387025420699139,0.16314678179385061,0.10786946696358456,0.03143492191771413,0.025694229255274433,2017,MN,steele,steele_MN,0.082,2990,1.65,SNAP,1.85,Other Nutrition Program,0.656,0.061,0.283,1399000,2.74,0.131,1210,0.8,0.2,55049,44.17,-93.24,24824,869,661,8805,5158,3226,4228,1877,36887,33939,2948,36887,36748,139,14697,1630,2983,2996,3524,2330,679,555,36540,9681,9626,55,20649,19631,1018,6210,6210,0,null,null,null,null,null,null,null,null
0500000US27153,8654,0.2004227009566719,0.229264342133648,0.28441062827295877,0.22592618921964616,0.146878728216082,0.03471679030561939,0.03391563360625893,2017,MN,todd,todd_MN,0.091,2210,1.65,SNAP,1.85,Other Nutrition Program,0.753,0.056,0.191,1185000,3.14,0.156,910,0.97,0.03,56318,45.86,-94.68,16902,935,1612,6491,3353,2279,1867,365,24515,23069,1446,24515,24262,253,8654,1501,1717,2130,1692,1100,260,254,24315,5990,4883,1107,13343,11757,1586,4982,4982,0,24515,22693,284,471,8,0,473,586
0500000US27157,8116,0.1360266281840858,0.2140597608700457,0.189769291551459,0.3383966006945617,0.23470665979084446,0.04949183123662051,0.06968328385769576,2017,MN,wabasha,wabasha_MN,0.071,1530,1.65,SNAP,1.85,Other Nutrition Program,0.548,0.063,0.389,884000,3.39,0.114,530,0.55,0.45,55041,44.44,-92.27,15561,351,689,5401,3319,1866,2725,1210,21608,21165,443,21608,21445,163,8116,896,1410,1250,2229,1546,326,459,21452,5092,5078,14,11912,10814,1098,4448,4448,0,null,null,null,null,null,null,null,null
0500000US27163,92337,0.004913136607423853,0.010045599198516424,0.01530121274300587,0.028728185261933603,0.023040956947443687,0.012380775848165718,0.01388908181072172,2017,MN,washington,washington_MN,0.062,15680,1.65,SNAP,1.85,Other Nutrition Program,0.445,0.045,0.51,8377000,3.13,0.104,6560,0.5,0.5,55001,44.9,-92.81,173709,2065,3439,37186,35317,20032,48868,26802,256348,245645,10703,256348,250859,5489,92337,4189,8565,13046,24494,19645,10556,11842,253353,66579,64144,2435,150198,144555,5643,36576,36523,53,256348,220308,12153,1083,15352,120,950,6382
0500000US27169,19514,0.0782045627367559,0.08781600328801603,0.11856736089874174,0.12187621748196245,0.08012159869370125,0.013051600967148318,0.012815254068346838,2017,MN,winona,winona_MN,0.103,5270,1.65,SNAP,1.85,Other Nutrition Program,0.621,0.027,0.351,3130000,3.48,0.127,1190,0.73,0.27,55910,44.06,-91.93,31747,973,982,7320,8014,4772,6277,3409,50873,49383,1490,50873,49861,1012,19514,2978,3344,4515,4641,3051,497,488,50532,10491,9654,837,32031,29235,2796,8010,8010,0,50873,47599,438,318,1055,0,138,1325
0500000US27171,47868,0.016217546080472586,0.025954183676149215,0.035586079316516,0.051345379342508074,0.05047689396306404,0.016780534090262943,0.012547213396490498,2017,MN,wright,wright_MN,0.065,8540,1.65,SNAP,1.85,Other Nutrition Program,0.484,0.054,0.462,4790000,3.29,0.109,4100,0.51,0.49,55301,45.23,-93.66,86598,1363,3228,26560,19685,11257,18448,6057,134286,130308,3978,134286,133324,962,47868,3716,5947,8154,11765,11566,3845,2875,133442,39049,38331,718,78190,73991,4199,16203,16203,0,134286,126762,2498,571,1111,0,1023,2321
0500000US28001,10679,0.40844944584467624,0.265693821577795,0.10154239121686025,0.11373098567207923,0.023763374801182322,0.005085888333832379,0.018151360087987973,2017,MS,adams,adams_MS,0.247,7790,1.3,SNAP,1.85,Other Nutrition Program,0.653,0.085,0.261,4035000,3.04,0.306,2240,0.7,0.3,39120,31.54,-91.38,21599,1287,4094,7923,3125,1975,1863,1332,30739,29196,1543,30739,28235,2504,10679,4658,3030,1158,1297,271,58,207,28006,6708,6039,669,15660,11222,4438,5638,5638,0,null,null,null,null,null,null,null,null
0500000US28003,15334,0.15744377585797117,0.18976610693632293,0.09951875621492506,0.10385675328070383,0.0777862415030333,0.018287634689067425,0.005486290406720227,2017,MS,alcorn,alcorn_MS,0.149,5560,1.3,SNAP,1.85,Other Nutrition Program,0.636,0.135,0.228,2904000,3.06,0.209,1850,0.93,0.08,38834,34.93,-88.51,25216,2145,3468,6664,5769,2409,3343,1418,37210,35749,1461,37210,36802,408,15334,3702,4462,2340,2442,1829,430,129,36602,8612,8233,379,21344,17270,4074,6646,6646,0,null,null,null,null,null,null,null,null
0500000US28011,11344,0.2996433125580637,0.18261457067205644,0.21222144361931322,0.10164249295278717,0.06706228701701476,0.014919998965546738,0.003419166429604461,2017,MS,bolivar,bolivar_MS,0.277,9170,1.3,SNAP,1.85,Other Nutrition Program,0.741,0.115,0.144,4796000,3.07,0.289,2390,0.73,0.27,38720,34.08,-90.72,19316,908,3112,4015,4447,1893,2983,1958,31945,31265,680,31945,31444,501,11344,3856,2350,2731,1308,863,192,44,31411,8253,8156,97,18063,13384,4679,5095,5095,0,null,null,null,null,null,null,null,null
0500000US28027,8425,0.407576011059356,0.35657617835853095,0.18244415289383548,0.11890568729142634,0.10087259727566503,0,0.020568993299227782,2017,MS,coahoma,coahoma_MS,0.299,7270,1.3,SNAP,1.85,Other Nutrition Program,0.802,0.116,0.082,3757000,3.03,0.297,2010,0.71,0.29,38614,34.2,-90.57,13868,876,1898,4204,2893,1854,1574,569,23154,22946,208,23154,23043,111,8425,2893,2531,1295,844,716,0,146,22878,7011,6571,440,12045,9523,2522,3822,3822,0,null,null,null,null,null,null,null,null
0500000US28029,9659,0.2104049570850525,0.23344981993440878,0.2245534310204712,0.2691425609987605,0.06141723912874941,0.03419214534392855,0.0021437081720331384,2017,MS,copiah,copiah_MS,0.205,5880,1.3,SNAP,1.85,Other Nutrition Program,0.632,0.144,0.225,2920000,2.91,0.244,1660,0.73,0.27,39059,31.98,-90.35,16967,1078,1775,6049,3469,2231,1684,681,28516,27364,1152,28516,27966,550,9659,1963,2178,2095,2511,573,319,20,28364,9000,8532,468,15334,13297,2037,4030,4030,0,null,null,null,null,null,null,null,null
0500000US28033,61764,0.01199541250128589,0.02897930183603923,0.031941455709827045,0.047182130596731806,0.0266279283627758,0.008747528740557477,0.006432854518827705,2017,MS,desoto,desoto_MS,0.126,21760,1.3,SNAP,1.85,Other Nutrition Program,0.375,0.153,0.472,10876000,2.93,0.162,7440,0.57,0.43,38632,34.82,-89.98,116419,2584,6921,36867,29509,14020,16926,9592,178751,170176,8575,178751,173773,4978,61764,4576,11055,12185,17999,10158,3337,2454,178016,49216,48588,628,105935,95054,10881,22865,22554,311,178751,117315,47463,121,2430,0,5760,5662
0500000US28035,28066,0.09205277038112701,0.0784562296173445,0.0889297554157764,0.05211372533643999,0.03341372109269428,0.007782147047804559,0.0035546511800738606,2017,MS,forrest,forrest_MS,0.208,15800,1.3,SNAP,1.85,Other Nutrition Program,0.589,0.104,0.307,8880000,3.29,0.229,4030,0.65,0.35,39401,31.31,-89.3,46523,1900,3307,11565,10928,3496,10381,4946,75471,73312,2159,75471,74410,1061,28066,7251,6180,7005,4105,2632,613,280,74758,18782,18176,606,45980,36326,9654,9996,9925,71,75471,44295,28120,251,762,0,155,1888
0500000US28039,8889,0.27058386036121224,0.165792730155841,0.32867459558375506,0.2447657558178599,0.05416739580664118,0.03100703731922217,0.02999456263124757,2017,MS,george,george_MS,0.132,3100,1.3,SNAP,1.85,Other Nutrition Program,0.485,0.197,0.318,1562000,2.95,0.206,1290,0.79,0.21,39452,30.92,-88.59,17433,881,2400,4674,5572,2414,594,898,24094,23712,382,24094,24094,0,8889,2138,1310,2597,1934,428,245,237,23538,5274,4164,1110,13555,10720,2835,4709,4709,0,null,null,null,null,null,null,null,null
0500000US28043,9279,0.23461135079215767,0.3076660733903097,0.2149829754041009,0.16933829180938903,0.10348451166129333,0.029384490965552422,0.01823464459127166,2017,MS,grenada,grenada_MS,0.202,4330,1.3,SNAP,1.85,Other Nutrition Program,0.588,0.204,0.208,2326000,3.15,0.244,1240,0.78,0.23,38901,33.77,-89.81,14191,363,2116,3467,3897,1902,1559,887,21087,20950,137,null,null,null,9279,2020,2649,1851,1458,891,253,157,20711,4863,4863,0,13049,10814,2235,2799,2799,0,null,null,null,null,null,null,null,null
0500000US28045,20013,0.10371512651588838,0.12011879481654768,0.08606308163222612,0.10339054860430762,0.05847395914786005,0.01123538924702691,0.016678311148919947,2017,MS,hancock,hancock_MS,0.139,6430,1.3,SNAP,1.85,Other Nutrition Program,0.553,0.096,0.352,3588000,3.27,0.21,2130,0.71,0.29,39520,30.32,-89.51,33825,1961,2572,9858,8988,3228,5344,1874,47053,45228,1825,47053,46638,415,20013,4154,4811,3447,4141,2342,450,668,46758,11217,10434,783,25670,21276,4394,9871,9871,0,47053,41035,3725,200,398,0,272,1423
0500000US28047,78449,0.02771095127764954,0.02796118503493569,0.022092066000405954,0.030351404885376784,0.012469440606583945,0.0035796426448142338,0.003306660364138431,2017,MS,harrison,harrison_MS,0.175,35100,1.3,SNAP,1.85,Other Nutrition Program,0.55,0.118,0.332,19145000,3.2,0.23,11170,0.71,0.29,39501,30.38,-89.06,135279,4109,10504,38302,34635,14095,21433,12201,205027,193865,11162,205027,201133,3894,78449,17054,17208,13596,18679,7674,2203,2035,197721,52574,49449,3125,115861,90933,24928,29286,29103,183,205027,138916,52095,1066,6363,195,1306,5086
0500000US28049,89570,0.02375235063325704,0.0273234297980493,0.019053234245380305,0.022730261657644593,0.011922293965528106,0.003989886354799316,0.0028730671814471806,2017,MS,hinds,hinds_MS,0.238,57860,1.3,SNAP,1.85,Other Nutrition Program,0.582,0.137,0.281,32605000,3.3,0.225,13620,0.64,0.36,39041,32.35,-90.45,154609,5660,15785,39083,34160,15508,25475,18938,239497,235775,3722,239497,238503,994,89570,19056,21921,15286,18236,9565,3201,2305,236930,61520,59405,2115,142578,115674,26904,32832,32832,0,239497,59820,175531,123,2024,18,639,1342
0500000US28057,7924,0.2372997795055042,0.27870779472122975,0.20130665858721966,0.39831325405588325,0.11562391941006447,0.021022530801829902,0.009714957415997151,2017,MS,itawamba,itawamba_MS,0.138,3250,1.3,SNAP,1.85,Other Nutrition Program,0.53,0.164,0.306,1630000,2.94,0.211,1090,0.82,0.18,38843,34.26,-88.4,14277,875,1823,4243,3807,1694,901,934,23508,23107,401,23508,23441,67,7924,1490,1750,1264,2501,726,132,61,23288,7330,6912,418,12709,11582,1127,3249,3249,0,null,null,null,null,null,null,null,null
0500000US28059,52318,0.03579605511280769,0.037290297462382944,0.041104451528291425,0.03854341512963066,0.024952751216623444,0.008804704309233165,0.004647130241221819,2017,MS,jackson,jackson_MS,0.15,21150,1.3,SNAP,1.85,Other Nutrition Program,0.471,0.13,0.399,12150000,3.37,0.206,7000,0.64,0.36,39552,30.48,-88.55,94895,3387,6780,29588,22286,12004,13918,6932,142152,132941,9211,142152,140011,2141,52318,9798,10207,11251,10550,6830,2410,1272,140015,36019,33125,2894,82188,66521,15667,21808,21765,43,142152,102064,32051,390,2685,384,2285,2293
0500000US28067,23950,0.08955679237799696,0.12444157757331951,0.09311326223299236,0.06567265658709646,0.0259413095305547,0.011802598489371995,0.007008337655432115,2017,MS,jones,jones_MS,0.172,11770,1.3,SNAP,1.85,Other Nutrition Program,0.622,0.133,0.245,6035000,3,0.225,3940,0.81,0.19,39436,31.47,-89.23,43919,2267,4300,15100,11165,3672,3733,3682,67930,64943,2987,67930,66134,1796,23950,5137,7138,5341,3767,1488,677,402,67154,19719,18248,1471,36470,28785,7685,10965,10965,0,null,null,null,null,null,null,null,null
0500000US28071,18515,0.12943209952532084,0.10215713602381643,0.10090277941358684,0.0983940661931276,0.05545423060573246,0.031300573087822685,0.02246173464829773,2017,MS,lafayette,lafayette_MS,0.184,9700,1.3,SNAP,1.85,Other Nutrition Program,0.52,0.054,0.426,6184000,3.74,0.205,1970,0.62,0.38,38601,34.5,-89.5,31176,1110,2820,5689,6637,2412,6737,5771,54374,53230,1144,54374,53363,1011,18515,4437,3502,3459,3373,1901,1073,770,53912,11721,11398,323,36081,30976,5105,6110,6110,0,54374,38150,12948,0,1043,0,1237,996
0500000US28073,22858,0.09887305313197488,0.07238441481709815,0.05500603072034374,0.10195446264692802,0.08670052858843325,0.008019320414691729,0.014545784045741559,2017,MS,lamar,lamar_MS,0.145,8750,1.3,SNAP,1.85,Other Nutrition Program,0.484,0.104,0.411,4717000,3.16,0.186,2860,0.58,0.42,39402,31.31,-89.3,40951,1558,4139,9888,8924,4059,7811,4572,61374,59753,1621,61374,60669,705,22858,5166,3782,2874,5327,4530,419,760,60763,14927,14907,20,38029,30690,7339,7807,7807,0,null,null,null,null,null,null,null,null
0500000US28075,30019,0.07425036420047776,0.07700243269871695,0.051068625922970956,0.06563905309308414,0.0442106487781652,0.00655835678411035,0.01439287436377517,2017,MS,lauderdale,lauderdale_MS,0.197,15440,1.3,SNAP,1.85,Other Nutrition Program,0.559,0.167,0.274,7799000,2.96,0.234,4380,0.71,0.29,39301,32.38,-88.71,51320,2004,5575,13458,11833,5933,7313,5204,76155,74445,1710,76155,75307,848,30019,6691,6939,4602,5915,3984,591,1297,73034,20037,19594,443,40443,35009,5434,12554,12554,0,null,null,null,null,null,null,null,null
0500000US28079,8323,0.3340439152839801,0.3451594647554004,0.16153636179895148,0.2122059444543867,0.13612939157856235,0.012414769539508336,0,2017,MS,leake,leake_MS,0.199,4560,1.3,SNAP,1.85,Other Nutrition Program,0.627,0.185,0.188,2167000,2.79,0.245,1530,0.8,0.2,39051,32.74,-89.53,14660,532,2023,5753,2906,1162,1492,792,22715,22396,319,22715,22571,144,8323,2314,2391,1119,1470,943,86,0,22302,6324,5768,556,13618,10954,2664,2360,2360,0,null,null,null,null,null,null,null,null
0500000US28081,30844,0.06645277213047175,0.047973813983466174,0.05897920032016404,0.08096895028804554,0.0409312076362001,0.015209927439543284,0.013696292642518934,2017,MS,lee,lee_MS,0.161,13690,1.3,SNAP,1.85,Other Nutrition Program,0.519,0.164,0.317,6908000,2.96,0.199,4370,0.71,0.29,38801,34.26,-88.73,56073,2918,7618,13426,12414,6404,7662,5631,84933,82694,2239,84933,84229,704,30844,6322,4564,5611,7703,3894,1447,1303,84063,22512,21467,1045,49753,40764,8989,11798,11546,252,84933,57626,25438,220,860,0,161,628
0500000US28083,9962,0.4801421470650912,0.19135150834766165,0.16908258610183058,0.11194919735347662,0.04131338516194907,0.0072550334918544705,0.002720637559445427,2017,MS,leflore,leflore_MS,0.304,9170,1.3,SNAP,1.85,Other Nutrition Program,0.756,0.114,0.129,4647000,2.97,0.301,2520,0.71,0.29,38930,33.51,-90.19,17328,1661,1550,6734,3108,1123,1814,1338,29223,28873,350,29223,29081,142,9962,4765,1899,1678,1111,410,72,27,28730,9004,8208,796,15664,11675,3989,4062,4062,0,null,null,null,null,null,null,null,null
0500000US28085,12642,0.23025880514050776,0.19234118668530462,0.07658608084021237,0.1601800383586141,0.12088587269876659,0.010762096327219386,0,2017,MS,lincoln,lincoln_MS,0.182,6300,1.3,SNAP,1.85,Other Nutrition Program,0.567,0.114,0.319,3246000,3.02,0.239,2020,0.72,0.28,39601,31.58,-90.44,23612,845,3010,6909,5494,4583,1770,1001,34347,33896,451,34347,34113,234,12642,3680,3074,1224,2560,1932,172,0,33887,7911,7128,783,20372,16694,3678,5604,5604,0,null,null,null,null,null,null,null,null
0500000US28087,22333,0.10251364150711702,0.10317527854402976,0.07278007406040186,0.10552108258399313,0.04619429494081705,0.004190367900447381,0.01339313759568828,2017,MS,lowndes,lowndes_MS,0.201,11950,1.3,SNAP,1.85,Other Nutrition Program,0.546,0.151,0.303,6578000,3.23,0.231,3290,0.68,0.32,39701,33.5,-88.4,39163,2306,3609,12498,6639,3128,7165,3818,59186,57892,1294,59186,59102,84,22333,5113,5146,3630,5263,2304,209,668,57629,14944,14660,284,33900,27520,6380,8785,8785,0,59186,31379,25992,223,120,0,80,1392
0500000US28089,40539,0.03898599843514085,0.03448316733759063,0.03826797942228824,0.06100119155802825,0.027759345225708217,0.025209769239392624,0.020968589138051403,2017,MS,madison,madison_MS,0.148,15130,1.3,SNAP,1.85,Other Nutrition Program,0.372,0.102,0.526,8689000,3.37,0.171,4470,0.5,0.5,39045,32.8,-89.87,68474,1639,4712,11075,11299,6158,19837,13754,104618,101509,3109,104618,102382,2236,40539,6407,5667,6289,10025,4562,4143,3446,103660,27940,26559,1381,62306,55608,6698,13414,13084,330,104618,59067,40248,66,2354,0,2036,847
0500000US28091,10586,0.38674537402025544,0.2758260154814512,0.05443347442370924,0.09815872437062322,0.09842642998254308,0.016954688754925826,0.014099162227780425,2017,MS,marion,marion_MS,0.189,4810,1.3,SNAP,1.85,Other Nutrition Program,0.64,0.183,0.177,2511000,3.06,0.245,1480,0.8,0.2,39429,31.25,-89.82,17532,1397,1729,7015,3059,1920,1792,620,25069,24662,407,25069,24807,262,10586,4334,3091,610,1100,1103,190,158,24139,6321,5999,322,12424,10625,1799,5394,5394,0,null,null,null,null,null,null,null,null
0500000US28093,12751,0.1954018734752757,0.2112702031437117,0.13346618364537244,0.15081063700389552,0.06494944236383102,0.01353113382579813,0.014822742054624314,2017,MS,marshall,marshall_MS,0.181,6520,1.3,SNAP,1.85,Other Nutrition Program,0.536,0.167,0.297,2984000,2.68,0.208,1640,0.81,0.19,38611,34.86,-89.68,25080,877,4008,10783,4959,1079,2918,456,35619,34210,1409,35619,35207,412,12751,3177,3435,2170,2452,1056,220,241,34232,8126,7942,184,19829,15496,4333,6277,6277,0,null,null,null,null,null,null,null,null
0500000US28095,13898,0.18710419877353662,0.18296243455054745,0.1161247144020594,0.136781763464218,0.06300658824222305,0.019052115425750273,0.014496174780462162,2017,MS,monroe,monroe_MS,0.171,6150,1.3,SNAP,1.85,Other Nutrition Program,0.555,0.142,0.302,3139000,2.99,0.216,1790,0.74,0.26,38821,33.98,-88.48,24744,1564,2726,9306,4162,1906,3591,1489,35872,35697,175,35872,35634,238,13898,3614,3534,2243,2642,1217,368,280,35397,8543,8474,69,20433,17971,2462,6421,6379,42,null,null,null,null,null,null,null,null
0500000US28099,9971,0.24954526385468817,0.274590314519669,0.2031767162379968,0.18366370487652584,0.05491806290393379,0.02766019651754907,0.009354175549571141,2017,MS,neshoba,neshoba_MS,0.168,4960,1.3,SNAP,1.85,Other Nutrition Program,0.66,0.099,0.241,2495000,2.95,0.227,1890,0.81,0.19,39350,32.77,-89.1,17893,828,3350,5720,4838,1614,756,787,29369,29220,149,29369,29220,149,9971,2481,2730,2020,1826,546,275,93,28939,9466,9358,108,15089,12047,3042,4384,4384,0,29369,16513,7674,4392,0,0,109,681
0500000US28101,8427,0.30923336612812324,0.3044455999858845,0.20094536132278318,0.245584239766597,0.08702469046775053,0.024924547269889716,0.014504115077958424,2017,MS,newton,newton_MS,0.179,3830,1.3,SNAP,1.85,Other Nutrition Program,0.592,0.14,0.269,1760000,2.69,0.234,1280,0.77,0.23,39057,32.45,-89.27,15330,711,2055,5218,3311,1316,2151,568,22650,22650,0,22650,22650,0,8427,2196,2162,1427,1744,618,177,103,22503,5509,4845,664,12562,10790,1772,4432,4432,0,null,null,null,null,null,null,null,null
0500000US28105,17718,0.19154102588341376,0.08587969495787187,0.08323577259826379,0.12133373816562833,0.04427773590187014,0.01672360528667757,0.021406214766947294,2017,MS,oktibbeha,oktibbeha_MS,0.221,10890,1.3,SNAP,1.85,Other Nutrition Program,0.597,0.086,0.317,6293000,3.39,0.202,1740,0.71,0.29,39759,33.45,-88.82,25904,620,1589,6429,3600,1951,5071,6644,49799,49619,180,49799,48727,1072,17718,6013,2696,2613,3809,1390,525,672,49502,10517,9378,1139,33522,28793,4729,5463,5268,195,49799,28266,18642,238,1713,39,82,819
