geo_id,total,less_9th,nineth_to_12th,hs_grad,some_coll,assoc_deg,bach_deg,grad_or_prof,year,state,county,county_state,fi_rate,number_food_insecure_individuals,low_threshold_in_state,low_threshold_type,high_threshold_in_state,high_threshold_type,percent_fi_low_threshold,percent_fi_btwn_thresholds,percent_fi_high_threshold,weighted_annual_food_budget_shortfall,cost_per_meal,child_fi_rate,number_food_insecure_children,percent_of_children_in_fi_hh_with_hh_incomes_below_185_percent_fpl,percent_of_children_in_fi_hh_with_hh_incomes_above_185_percent_fpl,zip,latitude,longitude,estimate_total_edu_data,estimate_total_less_than_9th_grade,estimate_total_9th_to_12th_grade_no_diploma,estimate_total_high_school_graduate_includes_equivalency,estimate_total_some_college_no_degree,estimate_total_associates_degree,estimate_total_bachelors_degree,estimate_total_graduate_or_professional_degree,estimate_total_hispanic_data,estimate_total_not_hispanic_or_latino,estimate_total_hispanic_or_latino,estimate_total_immigration_data,estimate_total_u_s_citizen,estimate_total_not_a_u_s_citizen,estimate_total_income_data,estimate_total_less_than_20_000,estimate_total_20_000_to_39_999,estimate_total_40_000_to_59_999,estimate_total_60_000_to_99_999,estimate_total_100_000_to_149_999,estimate_total_150_000_to_199_999,estimate_total_200_000_or_more,estimate_total_ins_status_data,estimate_total_under_19_years,estimate_total_under_19_years_with_health_insurance_coverage,estimate_total_under_19_years_no_health_insurance_coverage,estimate_total_19_to_64_years,estimate_total_19_to_64_years_with_health_insurance_coverage,estimate_total_19_to_64_years_no_health_insurance_coverage,estimate_total_65_years_and_over,estimate_total_65_years_and_over_with_health_insurance_coverage,estimate_total_65_years_and_over_no_health_insurance_coverage,estimate_total_race_data,estimate_total_white_alone,estimate_total_black_or_african_american_alone,estimate_total_american_indian_and_alaska_native_alone,estimate_total_asian_alone,estimate_total_native_hawaiian_and_other_pacific_islander_alone,estimate_total_some_other_race_alone,estimate_total_two_or_more_races
0500000US26101,18327,1.9370327931467233,5.974791291537077,35.69596769793201,23.790036558083703,12.047798330332297,14.27947836525345,6.274894963714737,2017,MI,manistee,manistee_MI,0.127,3090,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.742,NA,0.258,1672000,3.17,0.181,790,0.82,0.18,49613,44.51,-86.23,18327,355,1095,6542,4360,2208,2617,1150,24427,23665,762,24427,24346,81,9331,1553,2477,1901,2292,739,176,193,23204,4540,4366,174,12750,11433,1317,5914,5914,0,24427,22136,841,552,14,0,322,562
0500000US26103,44531,2.193977229345849,3.2898430306977167,29.260515146751704,22.009386719364038,10.893534840897352,23.09627001414745,9.256473018795894,2017,MI,marquette,marquette_MI,0.136,9120,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.635,NA,0.365,5200000,3.34,0.154,1870,0.64,0.37,49808,46.81,-87.72,44531,977,1465,13030,9801,4851,10285,4122,66502,65479,1023,66502,66006,496,25725,3977,6343,5439,5949,2707,715,595,64919,13216,12819,397,40175,37663,2512,11528,11528,0,66502,62136,1264,466,56,60,127,2393
0500000US26105,21246,2.000376541466629,4.551444977878189,31.332956791866707,24.917631554174903,10.924409300574226,15.160500800150617,11.112680033888731,2017,MI,mason,mason_MI,0.125,3590,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.789,NA,0.211,1572000,2.57,0.186,1110,0.82,0.18,49402,43.91,-86.12,21246,425,967,6657,5294,2321,3221,2361,29073,27723,1350,29073,28956,117,12268,2107,3216,1769,3320,1165,259,432,28775,6222,6165,57,16130,15309,821,6423,6412,11,null,null,null,null,null,null,null,null
0500000US26107,26965,2.792508807713703,7.724828481364732,36.44353791952531,21.94325978119785,8.674207305766735,13.287595030595217,9.134062673836455,2017,MI,mecosta,mecosta_MI,0.15,6460,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.751,NA,0.249,2865000,2.6,0.191,1560,0.84,0.16,49305,43.74,-85.14,26965,753,2083,9827,5917,2339,3583,2463,43391,42424,967,43391,43016,375,14996,3045,3419,3229,3082,1650,231,340,43147,9639,9374,265,25678,24169,1509,7830,7830,0,43391,40545,1505,91,242,0,0,1008
0500000US26109,17185,1.1288914751236545,5.085830666278731,41.181262729124235,21.320919406459122,13.599068955484434,11.917369799243527,5.766656968286296,2017,MI,menominee,menominee_MI,0.117,2730,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.754,NA,0.246,1457000,3.13,0.168,750,0.77,0.23,49812,45.58,-87.55,17185,194,874,7077,3664,2337,2048,991,23046,22635,411,23046,22913,133,9919,1909,2147,2277,2295,898,247,146,22751,4516,4312,204,13102,12189,913,5133,5133,0,23046,21673,127,402,104,22,6,712
0500000US26111,58285,2.4328729518744105,3.3679334305567474,27.93171484944669,19.986274341597323,9.173886934888909,22.75714163163764,14.350175859998284,2017,MI,midland,midland_MI,0.109,9120,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.629,NA,0.371,4473000,2.87,0.134,2450,0.61,0.39,48618,43.75,-84.58,58285,1418,1963,16280,11649,5347,13264,8364,83411,81104,2307,83411,80507,2904,34096,5089,6322,5420,8127,4458,2011,2669,82784,18814,18432,382,49358,47226,2132,14612,14563,49,83411,78069,1214,554,2111,0,239,1224
0500000US26115,105918,1.5096584150002832,7.119658603825601,37.74146037500708,23.969485828659906,12.179232991559507,10.599709209010744,6.880794576936876,2017,MI,monroe,monroe_MI,0.105,15740,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.648,NA,0.352,7777000,2.9,0.14,4650,0.67,0.33,48110,42.01,-83.66,105918,1599,7541,39975,25388,12900,11227,7288,149649,144262,5387,149649,148745,904,59528,8866,11358,9767,14368,9827,3657,1685,148584,33920,33193,727,88778,82828,5950,25886,25751,135,149649,140874,3447,883,1095,14,915,2421
0500000US26117,44372,2.210853691517173,8.591003335436762,41.58027584963491,26.376994501036688,7.696294960786082,8.79834129631299,4.746236365275399,2017,MI,montcalm,montcalm_MI,0.127,8020,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.78,NA,0.22,3897000,2.85,0.175,2520,0.85,0.15,48811,43.17,-84.84,44372,981,3812,18450,11704,3415,3904,2106,63550,61336,2214,63550,63095,455,24545,4584,5724,5516,5332,2257,582,550,61115,14760,13723,1037,35766,31887,3879,10589,10570,19,63550,60203,1299,756,377,204,206,505
0500000US26121,118059,3.500791976892909,5.790325176394854,34.49377006412048,24.868921471467655,11.94233391778687,13.90745305313445,5.49640434020278,2017,MI,muskegon,muskegon_MI,0.145,25110,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.791,NA,0.209,11932000,2.78,0.174,7110,0.76,0.24,49303,43.27,-85.81,118059,4133,6836,40723,29360,14099,16419,6489,173693,163832,9861,173693,172587,1106,64581,12143,14718,11684,15480,6718,2088,1750,168529,42710,42640,70,98551,92354,6197,27268,27119,149,173693,139872,23676,794,920,16,675,7740
0500000US26123,33628,3.541691447603188,9.105507315332462,40.22540739859641,22.287974307125012,8.784346378018318,10.889734744855478,5.1653384084691325,2017,MI,newaygo,newaygo_MI,0.119,5680,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.802,NA,0.198,2501000,2.58,0.168,1850,0.77,0.23,49309,43.74,-85.86,33628,1191,3062,13527,7495,2954,3662,1737,48242,45459,2783,48242,47629,613,19883,3929,4323,4123,5261,1633,208,406,47693,11611,11099,512,27226,25019,2207,8856,8807,49,48242,44681,579,674,40,0,1469,799
0500000US26125,882349,1.9816421846684247,3.9087707925095394,19.152058879196325,19.618200961297628,7.9431154792491405,26.53541852486941,20.86079317820953,2017,MI,oakland,oakland_MI,0.109,135440,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.54,NA,0.46,72570000,3.14,0.11,29890,0.52,0.48,48007,42.58,-83.14,882349,17485,34489,168988,173101,70086,234135,184065,1250836,1200226,50610,1250836,1166687,84149,504944,53741,70255,70311,117475,93190,43439,56533,1244628,278972,272674,6298,763925,722820,41105,201731,201087,644,1250836,939162,170526,3694,90633,161,9846,36814
0500000US26127,18269,3.300673271662379,10.662871531008813,34.309486014560186,21.67058952323608,8.380316382943786,14.215337456894192,7.460725819694565,2017,MI,oceana,oceana_MI,0.118,3120,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.935,NA,0.065,1650000,3.1,0.178,1090,0.93,0.07,49420,43.69,-86.36,18269,603,1948,6268,3959,1531,2597,1363,26442,22498,3944,26442,25079,1363,10472,1560,2929,2358,2331,909,229,156,26267,6444,6307,137,14353,12828,1525,5470,5352,118,26442,24724,493,266,46,36,467,410
0500000US26129,15797,3.9691080584921186,8.24207127935684,38.83648794074824,26.821548395264923,10.45135152244097,7.27353294929417,4.405899854402735,2017,MI,ogemaw,ogemaw_MI,0.142,2970,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.829,NA,0.171,1393000,2.75,0.212,840,0.88,0.12,48635,44.43,-84.01,15797,627,1302,6135,4237,1651,1149,696,20981,20513,468,20981,20947,34,9510,1866,3127,2128,1579,607,124,79,20671,4040,3999,41,11513,10620,893,5118,5095,23,null,null,null,null,null,null,null,null
0500000US26133,16319,4.939028126723452,9.04467185489307,46.64501501317483,18.922728108339975,9.553281451069305,8.186776150499417,2.708499295299957,2017,MI,osceola,osceola_MI,0.14,3240,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.805,NA,0.195,1391000,2.52,0.207,1120,0.84,0.16,49631,43.9,-85.27,16319,806,1476,7612,3088,1559,1336,442,23260,22838,422,23260,23131,129,8851,1841,2664,1414,1759,906,75,192,22991,5466,4782,684,12660,10777,1883,4865,4838,27,null,null,null,null,null,null,null,null
0500000US26137,17580,1.4846416382252559,6.882821387940842,32.093287827076225,23.85665529010239,10.938566552901024,16.84869169510808,7.895335608646188,2017,MI,otsego,otsego_MI,0.124,3000,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.737,NA,0.263,1348000,2.63,0.175,910,0.81,0.19,49734,45.02,-84.67,17580,261,1210,5642,4194,1923,2962,1388,24538,24276,262,24538,24442,96,10480,1290,3089,1535,2707,1277,391,191,24366,5514,5304,210,13933,13059,874,4919,4919,0,null,null,null,null,null,null,null,null
0500000US26139,178399,2.8845453169580546,4.324015269143885,26.732773165768865,22.14362188128857,9.845346666741406,23.291610378981943,10.77808732111727,2017,MI,ottawa,ottawa_MI,0.084,23660,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.665,NA,0.335,11864000,2.94,0.109,7500,0.64,0.36,49401,42.98,-85.95,178399,5146,7714,47691,39504,17564,41552,19228,286383,258593,27790,286383,279014,7369,104281,12222,16307,17606,27991,18516,6889,4750,285163,75980,73863,2117,168298,160270,8028,40885,40780,105,286383,258295,4083,1456,7807,0,7231,7511
0500000US26143,18709,0.8872735047303437,7.68079533914159,37.39376770538244,29.835907851836012,11.919397081618472,8.31150783045593,3.971350686835213,2017,MI,roscommon,roscommon_MI,0.152,3640,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.798,NA,0.202,1781000,2.87,0.232,840,0.9,0.11,48627,44.46,-84.75,18709,166,1437,6996,5582,2230,1555,743,23895,23455,440,23895,23856,39,10230,2098,2763,2392,1958,787,126,106,23656,4220,4033,187,12031,10699,1332,7405,7405,0,null,null,null,null,null,null,null,null
0500000US26145,133874,3.1230858867293128,7.385302597965252,31.800797765062672,25.78917489579754,11.542196393623854,12.590943723202413,7.7684987376189545,2017,MI,saginaw,saginaw_MI,0.147,28550,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.785,NA,0.215,13406000,2.75,0.164,6920,0.74,0.26,48415,43.25,-83.79,133874,4181,9887,42573,34525,15452,16856,10400,191934,175732,16202,191934,189394,2540,80958,16040,20047,14929,16998,8943,1850,2151,188554,43539,42948,591,109919,100850,9069,35096,35034,62,191934,144047,36006,885,2103,0,2534,6359
0500000US26151,29408,3.995511425462459,8.388873775843308,41.19627312295974,21.572361262241564,8.6541077257889,10.612758433079435,5.5801142546245925,2017,MI,sanilac,sanilac_MI,0.122,5050,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.8,NA,0.2,2330000,2.7,0.172,1570,0.83,0.17,48401,43.35,-82.63,29408,1175,2467,12115,6344,2545,3121,1641,41269,39763,1506,41269,40783,486,17347,3174,3663,4405,3833,1721,189,362,40901,9343,8177,1166,23044,21038,2006,8514,8450,64,41269,39958,268,355,184,15,226,263
0500000US26155,47946,1.6268301839569517,6.580319526133567,38.745672214574725,26.83018395695157,10.136403453885622,9.836065573770492,6.244525090727068,2017,MI,shiawassee,shiawassee_MI,0.117,8000,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.712,NA,0.288,3579000,2.62,0.159,2400,0.75,0.25,48414,42.87,-84.06,47946,780,3155,18577,12864,4860,4716,2994,68446,66454,1992,68446,67937,509,27277,3905,6420,4441,7508,3526,1014,463,68063,15938,15512,426,40181,37667,2514,11944,11944,0,68446,66067,421,167,141,9,80,1561
0500000US26157,37959,2.5053347032324353,9.207302615980401,39.95890302695013,23.630759503675016,11.767960167549198,8.851655733818067,4.078084248794752,2017,MI,tuscola,tuscola_MI,0.125,6720,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.773,NA,0.227,3069000,2.68,0.181,2050,0.78,0.22,48435,43.25,-83.37,37959,951,3495,15168,8970,4467,3360,1548,52764,50990,1774,52764,52624,140,20881,3657,5094,4873,4244,1877,659,477,52061,11163,11066,97,30928,28713,2215,9970,9970,0,52764,50672,386,313,150,0,214,1029
0500000US26159,51476,3.939700054394281,7.31020281296138,30.583184396612012,26.742559639443623,10.599114150283627,14.395057891056027,6.430181055249048,2017,MI,van buren,van buren_MI,0.117,8830,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.834,NA,0.166,3960000,2.63,0.163,2940,0.79,0.21,49013,42.31,-86.11,51476,2028,3763,15743,13766,5456,7410,3310,75353,66621,8732,75353,72692,2661,29037,3830,5886,6479,7285,3797,914,846,74812,18766,18277,489,43652,38534,5118,12394,12349,45,75353,64859,2284,802,542,81,3704,3081
0500000US26161,229600,1.4294425087108014,3.288327526132404,15.966898954703831,17.59102787456446,7.248693379790941,25.17726480836237,29.298344947735195,2017,MI,washtenaw,washtenaw_MI,0.132,47890,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.578,NA,0.422,27174000,3.33,0.116,8080,0.52,0.48,48103,42.27,-83.73,229600,3282,7550,36660,40389,16643,57807,67269,367627,350167,17460,367627,345566,22061,140729,19063,20291,21907,31693,22614,11038,14123,363913,80562,79699,863,234842,225993,8849,48509,48359,150,367627,271554,42926,1200,33274,105,2316,16252
0500000US26163,1182723,4.1229434110945675,9.125720899990954,30.30202338163712,24.409265736778604,8.690031393656842,13.942486955948267,9.407528220893651,2017,MI,wayne,wayne_MI,0.195,344440,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.827,NA,0.173,172429000,2.93,0.192,81080,0.68,0.32,48101,42.25,-83.21,1182723,48763,107932,358389,288694,102779,164901,111265,1753616,1649917,103699,1753616,1676981,76635,683986,157364,152676,115594,128547,76663,28200,24942,1740540,435455,424437,11018,1047085,956811,90274,258000,255960,2040,1753616,930657,680499,5735,58440,134,32813,45338
0500000US26165,23078,0.948955715399948,6.868012826068116,36.32897131467198,23.840887425253488,11.508796256174712,15.031631857179997,5.472744605251755,2017,MI,wexford,wexford_MI,0.132,4360,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.834,NA,0.166,1934000,2.6,0.182,1410,0.88,0.12,49601,44.24,-85.41,23078,219,1585,8384,5502,2656,3469,1263,33276,32585,691,33276,33125,151,12869,2313,2972,2488,2826,1740,434,96,33133,8085,7805,280,18871,17035,1836,6177,6177,0,33276,31983,262,77,105,42,50,757
0500000US27003,239124,1.9550526086883795,3.7804653652498286,30.388417724695138,22.2110704069855,12.053578896304847,20.259363342868138,9.352051655208177,2017,MN,anoka,anoka_MN,0.074,25410,1.65,SNAP,1.85,Other Nutrition Program,0.518,0.053,0.429,12824000,2.96,0.118,9850,0.63,0.37,55005,45.4,-93.26,239124,4675,9040,72666,53112,28823,48445,22363,351373,335321,16052,351373,338318,13055,127305,8084,16845,21887,35821,25568,11915,7185,348825,88841,85735,3106,213539,200944,12595,46445,46153,292,351373,290028,21900,1863,15876,116,8709,12881
0500000US27005,23068,3.5373677822091207,4.387029651465233,29.387029651465234,20.456910005202012,16.455696202531644,18.432460551413214,7.343506155713543,2017,MN,becker,becker_MN,0.097,3270,1.65,SNAP,1.85,Other Nutrition Program,0.642,0.051,0.307,1820000,3.26,0.154,1270,0.8,0.2,56501,46.81,-95.84,23068,816,1012,6779,4719,3796,4252,1694,34098,33392,706,34098,34006,92,12606,1776,2751,2241,3372,1359,534,573,33701,9062,8248,814,18075,16784,1291,6564,6564,0,34098,29991,259,2703,211,9,45,880
0500000US27007,27903,2.114467978353582,5.350679138443895,34.29021968963911,21.91520625022399,12.095473604988712,15.328100921047916,8.9058524173028,2017,MN,beltrami,beltrami_MN,0.128,5860,1.65,SNAP,1.85,Other Nutrition Program,0.733,0.013,0.254,3046000,3.05,0.181,2110,0.9,0.1,56601,47.48,-94.87,27903,590,1493,9568,6115,3375,4277,2485,46513,45428,1085,46513,46209,304,16225,3810,3108,2836,3665,1714,709,383,46004,12564,10778,1786,26972,24147,2825,6468,6468,0,46513,34201,551,9695,259,90,0,1717
0500000US27009,26441,3.3130365719904695,5.173783139820733,32.249158503838736,23.62996860935668,12.446579176279263,18.233047161605086,4.954426837109035,2017,MN,benton,benton_MN,0.111,4380,1.65,SNAP,1.85,Other Nutrition Program,0.66,0.031,0.31,2545000,3.41,0.155,1530,0.8,0.2,56329,45.66,-93.9,26441,876,1368,8527,6248,3291,4821,1310,39937,38985,952,39937,38764,1173,16634,2332,3226,2983,4678,2042,756,617,39379,9993,9844,149,24368,23205,1163,5018,5018,0,null,null,null,null,null,null,null,null
0500000US27013,38523,1.282350803416141,3.09944708356047,23.271811644991303,21.60008306725852,12.623627443345534,24.045375489967032,14.077304467460996,2017,MN,blue earth,blue earth_MN,0.12,7910,1.65,SNAP,1.85,Other Nutrition Program,0.667,0.003,0.33,4002000,2.96,0.126,1640,0.71,0.29,56001,44.16,-93.99,38523,494,1194,8965,8321,4863,9263,5423,66973,64567,2406,66973,64955,2018,26098,3352,6310,3833,5979,4521,995,1108,66340,14791,14014,777,43172,41812,1360,8377,8377,0,66973,60898,2315,0,1802,13,132,1813
0500000US27015,17539,3.67751867267233,4.561263469981185,35.43531558241633,24.784765380010263,12.093049774787616,13.30178459433263,6.146302525799646,2017,MN,brown,brown_MN,0.08,2020,1.65,SNAP,1.85,Other Nutrition Program,0.547,0.053,0.4,900000,2.61,0.131,720,0.57,0.43,56019,44.11,-94.9,17539,645,800,6215,4347,2121,2333,1078,25194,24070,1124,25194,24926,268,10561,1506,2249,1730,3230,1379,218,249,24867,5962,5743,219,13636,12919,717,5269,5269,0,null,null,null,null,null,null,null,null
0500000US27017,24984,0.792507204610951,6.532180595581172,32.84902337495998,23.899295549151457,14.433237271853985,14.165065642010887,7.328690361831572,2017,MN,carlton,carlton_MN,0.099,3500,1.65,SNAP,1.85,Other Nutrition Program,0.604,0.049,0.347,1910000,3.2,0.148,1190,0.73,0.27,55707,46.5,-92.68,24984,198,1632,8207,5971,3606,3539,1831,35498,34883,615,35498,35346,152,13279,1608,2633,2252,3517,2509,418,342,33865,8533,8455,78,19706,18562,1144,5626,5610,16,35498,31906,569,2002,205,0,0,816
0500000US27019,66083,1.2726419805396243,1.6146361394004511,18.307280238487962,16.686591105125373,12.155925124464687,34.695761390978014,15.26716402100389,2017,MN,carver,carver_MN,0.055,5440,1.65,SNAP,1.85,Other Nutrition Program,0.376,0.033,0.591,3751000,4.04,0.095,2580,0.34,0.67,55315,44.76,-93.62,66083,841,1067,12098,11027,8033,22928,10089,102119,97805,4314,102119,100980,1139,35721,2479,2700,3377,9089,8023,4771,5282,101847,29197,27614,1583,61408,59738,1670,11242,11242,0,102119,94168,1754,355,2262,0,774,2806
0500000US27021,21441,1.3385569702905649,6.273028310246724,34.275453570262584,24.122009234643908,9.551793293223264,15.58229560188424,8.85686301944872,2017,MN,cass,cass_MN,0.112,3220,1.65,SNAP,1.85,Other Nutrition Program,0.684,0.03,0.286,1652000,3.01,0.198,1220,0.86,0.14,56430,47.06,-94.5,21441,287,1345,7349,5172,2048,3341,1899,29355,28738,617,29355,29270,85,13107,2134,2812,2393,3351,1538,450,429,29089,6623,6251,372,15143,14002,1141,7323,7278,45,29355,24787,196,3229,210,0,12,921
0500000US27025,37918,1.318634949100691,3.019674033440582,32.65203860963131,25.89007859064297,16.89435096787805,15.095732897304709,5.129489952001689,2017,MN,chisago,chisago_MN,0.068,3670,1.65,SNAP,1.85,Other Nutrition Program,0.495,0.041,0.464,1869000,2.98,0.115,1460,0.53,0.47,55002,45.52,-92.87,37918,500,1145,12381,9817,6406,5724,1945,55308,54143,1165,55308,54102,1206,19999,1379,2407,2198,5634,5937,1810,634,53910,13516,13449,67,32550,30869,1681,7844,7844,0,55308,52681,740,341,806,37,142,561
0500000US27027,39989,1.4453974843081847,2.4106629323063844,22.871289604641277,24.37170221810998,14.784065618044961,24.80932256370502,9.307559578884193,2017,MN,clay,clay_MN,0.097,6040,1.65,SNAP,1.85,Other Nutrition Program,0.589,0.025,0.385,3154000,3.06,0.13,1910,0.71,0.29,56514,46.64,-96.41,39989,578,964,9146,9746,5912,9921,3722,63569,60694,2875,63569,61606,1963,24598,3589,4158,4460,6268,4474,901,748,63087,17260,16057,1203,38119,35666,2453,7708,7708,0,63569,56942,2597,929,708,46,1083,1264
0500000US27035,45236,1.6159695817490494,5.634892563445044,29.905385091520024,25.70519055619418,12.282253072773896,16.35865240074277,8.49765673357503,2017,MN,crow wing,crow wing_MN,0.095,6050,1.65,SNAP,1.85,Other Nutrition Program,0.638,0.044,0.318,3006000,2.91,0.142,2000,0.77,0.23,56401,46.35,-94.19,45236,731,2549,13528,11628,5556,7400,3844,64424,63427,997,64424,64284,140,24981,3168,6140,4431,6251,3403,628,960,63684,15395,15170,225,34754,32755,1999,13535,13535,0,64424,61614,481,393,131,0,197,1608
0500000US27037,285868,2.1873731932220464,4.0221360907831585,21.16186491667483,20.660234793681,10.987938489092867,27.773657772118597,13.206794744427498,2017,MN,dakota,dakota_MN,0.073,30470,1.65,SNAP,1.85,Other Nutrition Program,0.511,0.034,0.455,16634000,3.2,0.112,11570,0.6,0.4,55010,44.58,-93.09,285868,6253,11498,60495,59061,31411,79396,37754,421751,391846,29905,421751,405850,15901,160590,13419,20524,24779,38986,31125,16968,14789,419779,108907,106628,2279,254584,244185,10399,56288,56080,208,421751,345762,26730,1108,19966,491,11674,16020
0500000US27039,13739,1.200960768614892,3.5373753548293183,35.78863090472378,22.992939806390567,12.235242739646262,15.97641749763447,8.26843292816071,2017,MN,dodge,dodge_MN,0.064,1320,1.65,SNAP,1.85,Other Nutrition Program,0.563,0.064,0.372,726000,3.22,0.114,630,0.65,0.35,55924,44.04,-92.99,13739,165,486,4917,3159,1681,2195,1136,20762,19699,1063,20762,20504,258,7770,514,1358,1303,2358,1527,473,237,20668,6002,5721,281,11772,11162,610,2894,2894,0,20762,19715,58,48,228,24,420,269
0500000US27041,27171,1.0452320488756395,5.5389937801332305,28.692355820543963,20.348901402230318,20.532921129145045,15.936108350815207,7.905487468256597,2017,MN,douglas,douglas_MN,0.084,3120,1.65,SNAP,1.85,Other Nutrition Program,0.579,0.055,0.365,1483000,2.79,0.122,960,0.66,0.34,56308,45.87,-95.37,27171,284,1505,7796,5529,5579,4330,2148,37575,37133,442,37575,37528,47,16902,2226,2344,3236,4588,2850,860,798,37130,8227,7915,312,20786,20258,528,8117,8088,29,null,null,null,null,null,null,null,null
0500000US27045,14332,3.6980184203181694,5.023723137036003,36.91738766396874,20.90427016466648,13.501255930784259,13.724532514652527,6.230812168573821,2017,MN,fillmore,fillmore_MN,0.089,1850,1.65,SNAP,1.85,Other Nutrition Program,0.612,0.047,0.341,1056000,3.34,0.149,750,0.77,0.23,55922,43.53,-91.92,14332,530,720,5291,2996,1935,1967,893,20980,20805,175,20980,20882,98,8235,1288,1642,1442,2038,1404,302,119,20589,5442,5086,356,11171,9977,1194,3976,3959,17,null,null,null,null,null,null,null,null
0500000US27047,21656,3.0245659401551532,6.487809383080902,39.37938677502771,20.73790173623938,15.312153675655708,9.595493165866273,5.46268932397488,2017,MN,freeborn,freeborn_MN,0.085,2590,1.65,SNAP,1.85,Other Nutrition Program,0.71,0.043,0.248,1395000,3.16,0.142,950,0.86,0.14,56007,43.65,-93.36,21656,655,1405,8528,4491,3316,2078,1183,30535,27583,2952,30535,28781,1754,12710,2609,2214,2641,2988,1361,805,92,30076,6780,6692,88,16754,15117,1637,6542,6532,10,null,null,null,null,null,null,null,null
0500000US27049,32652,1.9876270978806811,2.771652578708808,34.16023520764425,24.531422271223814,12.761852260198456,15.662134019355628,8.125076564988362,2017,MN,goodhue,goodhue_MN,0.088,4050,1.65,SNAP,1.85,Other Nutrition Program,0.583,0.041,0.376,2385000,3.45,0.138,1450,0.72,0.29,55009,44.51,-92.9,32652,649,905,11154,8010,4167,5114,2653,46304,44722,1582,46304,45795,509,19793,2321,3272,3089,5360,3261,1490,1000,45467,10684,10055,629,26511,24464,2047,8272,8262,10,46304,43028,472,208,197,0,742,1657
0500000US27053,869261,3.454083411081367,2.9213320280099992,16.430623253545253,18.30704471959515,8.693821533463481,31.344440852632292,18.848654201672453,2017,MN,hennepin,hennepin_MN,0.105,128620,1.65,SNAP,1.85,Other Nutrition Program,0.592,0.01,0.398,75318000,3.43,0.126,34160,0.69,0.31,55111,44.94,-93.1,869261,30025,25394,142825,159136,75572,272465,163844,1252024,1164912,87112,1252024,1167836,84188,507728,59323,71669,74071,114017,84241,45866,58541,1243410,290297,280937,9360,787563,738978,48585,165550,164523,1027,1252024,895725,167646,10508,90495,265,43897,43488
0500000US27057,15203,0.966914424784582,4.328093139511938,29.073209235019405,24.205748865355524,11.530618956784846,21.344471485890942,8.550943892652766,2017,MN,hubbard,hubbard_MN,0.097,2020,1.65,SNAP,1.85,Other Nutrition Program,0.654,0.066,0.28,1089000,3.16,0.164,720,0.85,0.15,56433,47,-94.72,15203,147,658,4420,3680,1753,3245,1300,21018,20561,457,21018,20996,22,7610,932,1561,1239,2140,1153,384,201,20877,4739,4665,74,10927,10061,866,5211,5211,0,21018,19700,309,398,94,0,22,495
0500000US27059,26650,0.8480300187617261,5.8048780487804885,34.30393996247655,34.46153846153846,10.120075046904315,9.377110694183866,5.084427767354597,2017,MN,isanti,isanti_MN,0.079,3030,1.65,SNAP,1.85,Other Nutrition Program,0.552,0.063,0.384,1449000,2.8,0.126,1190,0.69,0.31,55006,45.72,-93.17,26650,226,1547,9142,9184,2697,2499,1355,39582,38763,819,39582,39421,161,14871,1641,2592,1887,4221,3409,516,605,39280,9960,9624,336,23480,22111,1369,5840,5840,0,39582,37558,248,217,489,0,137,933
