geo_id,county_state.x,total,white,black,am_ind_al_nat,asian,nat_ha_pac_isl,other,two_or_more,hispanic,year,state,county,county_state.y,fi_rate,number_food_insecure_individuals,low_threshold_in_state,low_threshold_type,high_threshold_in_state,high_threshold_type,percent_fi_low_threshold,percent_fi_btwn_thresholds,percent_fi_high_threshold,weighted_annual_food_budget_shortfall,cost_per_meal,child_fi_rate,number_food_insecure_children,percent_of_children_in_fi_hh_with_hh_incomes_below_185_percent_fpl,percent_of_children_in_fi_hh_with_hh_incomes_above_185_percent_fpl,zip,latitude,longitude,estimate_total_edu_data,estimate_total_less_than_9th_grade,estimate_total_9th_to_12th_grade_no_diploma,estimate_total_high_school_graduate_includes_equivalency,estimate_total_some_college_no_degree,estimate_total_associates_degree,estimate_total_bachelors_degree,estimate_total_graduate_or_professional_degree,estimate_total_hispanic_data,estimate_total_not_hispanic_or_latino,estimate_total_hispanic_or_latino,estimate_total_immigration_data,estimate_total_u_s_citizen,estimate_total_not_a_u_s_citizen,estimate_total_income_data,estimate_total_less_than_20_000,estimate_total_20_000_to_39_999,estimate_total_40_000_to_59_999,estimate_total_60_000_to_99_999,estimate_total_100_000_to_149_999,estimate_total_150_000_to_199_999,estimate_total_200_000_or_more,estimate_total_ins_status_data,estimate_total_under_19_years,estimate_total_under_19_years_with_health_insurance_coverage,estimate_total_under_19_years_no_health_insurance_coverage,estimate_total_19_to_64_years,estimate_total_19_to_64_years_with_health_insurance_coverage,estimate_total_19_to_64_years_no_health_insurance_coverage,estimate_total_65_years_and_over,estimate_total_65_years_and_over_with_health_insurance_coverage,estimate_total_65_years_and_over_no_health_insurance_coverage,estimate_total_race_data,estimate_total_white_alone,estimate_total_black_or_african_american_alone,estimate_total_american_indian_and_alaska_native_alone,estimate_total_asian_alone,estimate_total_native_hawaiian_and_other_pacific_islander_alone,estimate_total_some_other_race_alone,estimate_total_two_or_more_races
0500000US39063,"Hancock County, Ohio",75754,0.1225911547318932,0.002716658046467307,2.213056907641745e-4,9.322720044002625e-4,0,0.0017547624456655411,0.0037900777748982642,5.384534150011881,2017,OH,hancock,hancock_OH,0.116,8720,1.3,SNAP,1.85,Other Nutrition Program,0.483,0.144,0.372,4124000,2.77,0.173,2950,0.68,0.32,44804,41.11,-83.51,52117,569,3791,17967,9359,5952,9339,5140,75754,71675,4079,75754,74149,1605,31844,4209,7853,6294,6866,3613,1549,1460,74907,18198,17394,804,45019,42134,2885,11690,11690,0,75754,70351,1559,127,535,0,1007,2175
0500000US39069,"Henry County, Ohio",27185,0.3493390220056724,0.0014343237530542385,0.0010689771367102343,0.0027333339444995863,0,0.005209572121942282,0.008064688271889869,7.724848261909141,2017,OH,henry,henry_OH,0.102,2790,1.3,SNAP,1.85,Other Nutrition Program,0.415,0.13,0.455,1245000,2.62,0.175,1150,0.54,0.46,43510,41.45,-83.93,18743,180,884,8729,3737,2049,1662,1502,27185,25085,2100,27185,26958,227,10940,643,3111,1841,3810,1096,386,53,26801,6820,6776,44,15355,14413,942,4626,4626,0,27185,25817,106,79,202,0,385,596
0500000US39081,"Jefferson County, Ohio",66359,0.137839825848961,0.008486398714909343,0,5.086843222209507e-4,0,2.747803704854243e-4,0.0035857702892271486,1.3803704094395635,2017,OH,jefferson,jefferson_OH,0.161,10860,1.3,SNAP,1.85,Other Nutrition Program,0.543,0.121,0.336,4991000,2.69,0.236,3100,0.74,0.26,43901,40.21,-80.87,47705,662,2662,21463,10194,5837,4812,2075,66359,65443,916,66359,66299,60,26996,5200,6558,5608,5276,3441,527,386,65633,13758,13207,551,38684,34269,4415,13191,13191,0,66359,60698,3737,0,224,0,121,1579
0500000US39083,"Knox County, Ohio",61261,0.15686759901490321,0.0010045537671963874,5.409135669519009e-4,0.0011617650994631959,1.7319892537868747e-4,5.942055439914971e-4,0.002893754353250071,1.4821827916619057,2017,OH,knox,knox_OH,0.128,7770,1.3,SNAP,1.85,Other Nutrition Program,0.482,0.139,0.38,3536000,2.67,0.195,2750,0.69,0.31,43005,40.27,-82.23,40029,1101,1752,18281,6969,3326,6119,2481,61261,60353,908,61261,61212,49,22498,2124,5371,5736,5107,2726,960,474,60571,15186,14261,925,35142,32351,2791,10243,10194,49,61261,58871,377,203,436,65,223,1086
0500000US39085,"Lake County, Ohio",230117,0.039479672279785785,0.0019127982422364402,6.722837143214263e-5,5.255521283585756e-4,5.230971597388627e-5,5.112000041202531e-4,9.073941705939476e-4,4.301724774788477,2017,OH,lake,lake_OH,0.112,25770,1.3,SNAP,1.85,Other Nutrition Program,0.374,0.151,0.475,13325000,3.03,0.172,8220,0.54,0.46,44045,41.74,-81.28,165902,4983,9999,49766,38178,18884,27516,16576,230117,220218,9899,230117,225567,4550,94118,10733,19831,16697,23527,14027,5215,4088,228142,49283,47513,1770,134799,126262,8537,44060,44018,42,230117,209060,10129,356,2783,277,2707,4805
0500000US39089,"Licking County, Ohio",173448,0.052907823358783204,0.0023640309339611736,1.1135410051701255e-4,4.6070681587038624e-4,0,1.9877537943036866e-4,0.0016114766546461996,1.9354503943545038,2017,OH,licking,licking_OH,0.121,20640,1.3,SNAP,1.85,Other Nutrition Program,0.47,0.132,0.398,9959000,2.83,0.187,7530,0.66,0.35,43001,40.08,-82.61,118584,2893,8382,40978,25408,10135,21131,9657,173448,170091,3357,173448,171934,1514,63391,7077,12172,11191,15937,10110,3475,3429,172132,43035,41165,1870,101800,92095,9705,27297,27096,201,173448,159169,7112,335,1386,0,598,4848
0500000US39091,"Logan County, Ohio",45325,0.20807497728150157,0.00365077979135185,3.4560715358130853e-4,0.001343486963217481,0,1.9957596192723447e-4,0.007014364905784023,1.0082735797021511,2017,OH,logan,logan_OH,0.124,5630,1.3,SNAP,1.85,Other Nutrition Program,0.527,0.108,0.365,2475000,2.58,0.199,2150,0.65,0.35,43310,40.5,-83.74,31220,695,1773,16512,5529,2401,3069,1241,45325,44868,457,45325,45073,252,17995,3646,3477,2880,5193,2184,443,172,44933,11271,10958,313,26114,23856,2258,7548,7548,0,45325,42746,750,71,276,0,41,1441
0500000US39093,"Lorain County, Ohio",307924,0.027573164804571712,0.0027454937297233823,1.2086416004390734e-4,3.553153186631099e-4,0,2.9889095075430494e-4,0.0013818169501703963,9.996947298684091,2017,OH,lorain,lorain_OH,0.133,40620,1.3,SNAP,1.85,Other Nutrition Program,0.488,0.105,0.407,19984000,2.88,0.203,14050,0.64,0.36,44001,41.4,-82.23,212692,4089,18671,66790,50780,22242,33006,17114,307924,277141,30783,307924,305286,2638,120394,21561,22360,21125,29078,15935,6236,4099,300980,73011,71029,1982,175101,163634,11467,52868,52781,87,307924,261441,26032,1146,3369,0,2834,13102
0500000US39095,"Lucas County, Ohio",430887,0.016724279216784304,0.004414974018143787,5.6123007525995206e-5,3.9560795612133854e-4,1.7397055116023463e-5,5.859522062143011e-4,0.0010136073691283144,7.100005337826391,2017,OH,lucas,lucas_OH,0.175,75650,1.3,SNAP,1.85,Other Nutrition Program,0.588,0.106,0.306,35805000,2.77,0.222,22270,0.69,0.31,43412,41.63,-83.31,292621,6599,29183,86718,65042,27458,48003,29618,430887,400294,30593,430887,422413,8474,178672,38123,38138,30204,36860,21963,7470,5914,426103,104762,101914,2848,255559,232179,23380,65782,65482,300,430887,310509,81970,1042,7345,323,10879,18819
0500000US39097,"Madison County, Ohio",44036,0.20453087866960534,0.013933801476609189,2.3205812969926478e-4,0.003393205540935916,2.3205812969926478e-4,0,0.004764926929824904,2.023344536288491,2017,OH,madison,madison_OH,0.117,5130,1.3,SNAP,1.85,Other Nutrition Program,0.385,0.103,0.512,2639000,3.01,0.179,1640,0.56,0.44,43140,39.88,-83.44,31902,1276,3381,11879,5964,2426,5005,1971,44036,43145,891,44036,43683,353,15018,1220,2091,2120,4779,2529,1080,1199,39120,8979,8272,707,23370,21028,2342,6771,6703,68,44036,39662,2702,45,658,45,0,924
0500000US39099,"Mahoning County, Ohio",229796,0.034649528729701465,0.006186962705172276,1.0112448607517356e-4,4.766485607700597e-4,8.33235465787947e-6,4.6850557780895024e-4,0.0016257560167703465,5.916552072272799,2017,OH,mahoning,mahoning_OH,0.164,38100,1.3,SNAP,1.85,Other Nutrition Program,0.56,0.124,0.317,19531000,3,0.23,10900,0.73,0.27,44401,41.02,-80.93,164042,3681,10309,66841,31435,14576,25008,12192,229796,216200,13596,229796,228058,1738,98084,21164,23492,18361,19268,10206,2630,2963,225422,49171,48611,560,131585,121910,9675,44666,44417,249,229796,182971,32671,534,2517,44,2474,8585
0500000US39101,"Marion County, Ohio",64967,0.1379601654132551,0.007321041253103406,4.8570014785961104e-4,0.0011964808520444079,0,0.001191742314016509,0.0057691700489665996,2.6074776424954207,2017,OH,marion,marion_OH,0.146,9580,1.3,SNAP,1.85,Other Nutrition Program,0.56,0.117,0.323,4319000,2.64,0.214,2940,0.79,0.21,43301,40.58,-83.12,46643,1568,3303,19178,11181,3862,4347,3204,64967,63273,1694,64967,63714,1253,24971,5319,5756,4358,5960,2455,713,410,59442,14179,13616,563,34776,31886,2890,10487,10487,0,64967,58229,3090,205,505,0,503,2435
0500000US39103,"Medina County, Ohio",178371,0.05365440461463866,8.857119303374872e-4,2.200136093812069e-6,7.621900039277525e-4,0,2.2001360938120688e-5,7.364169811145254e-4,2.0765707430019456,2017,OH,medina,medina_OH,0.097,17060,1.3,SNAP,1.85,Other Nutrition Program,0.306,0.129,0.565,8852000,3.04,0.16,6560,0.43,0.57,44212,41.24,-81.82,124238,1674,4881,38053,26496,13172,26202,13760,178371,174667,3704,178371,176148,2223,68650,6389,10837,11641,17834,13167,5029,3753,177068,42904,42142,762,104111,97544,6567,30053,30018,35,178371,170708,2818,7,2425,0,70,2343
0500000US39109,"Miami County, Ohio",105122,0.08927450869165826,0.002401671965329951,8.596791134376239e-5,0.0012297935949070853,0,7.782358290066912e-5,0.002057800319954902,1.6647324061566562,2017,OH,miami,miami_OH,0.118,12320,1.3,SNAP,1.85,Other Nutrition Program,0.465,0.177,0.358,5988000,2.85,0.174,4190,0.74,0.26,45312,40.05,-84.12,73618,739,4363,29354,14933,6708,10952,6569,105122,103372,1750,105122,103985,1137,39819,4789,7667,7068,10626,6151,2104,1414,104213,25409,24876,533,60138,56793,3345,18666,18612,54,105122,98654,2654,95,1359,0,86,2274
0500000US39113,"Montgomery County, Ohio",531542,0.013674674106555892,0.003824597808469622,3.121716161606351e-5,4.259974571552612e-4,0,2.1260939889761166e-4,6.440928651804123e-4,2.94520470630731,2017,OH,montgomery,montgomery_OH,0.17,90600,1.3,SNAP,1.85,Other Nutrition Program,0.551,0.131,0.318,44414000,2.87,0.216,25700,0.72,0.28,45309,39.83,-84.41,366020,9760,28438,102812,85328,37598,60511,41573,531542,515887,15655,531542,516673,14869,225106,43213,51470,39971,47912,25635,9520,7385,523169,123037,117916,5121,310149,281945,28204,89983,89651,332,531542,386360,108059,882,12036,0,6007,18198
0500000US39123,"Ottawa County, Ohio",40657,0.23294128571849793,0.0030490172185981806,2.903825922474458e-4,4.779213497405878e-4,0,0.005402326143270189,0.0037991722485707486,5.1208893917406595,2017,OH,ottawa,ottawa_OH,0.118,4820,1.3,SNAP,1.85,Other Nutrition Program,0.452,0.145,0.402,2566000,3.12,0.202,1590,0.65,0.35,43408,41.56,-83.36,30254,722,2256,10022,7215,3196,4514,2329,40657,38575,2082,40657,40384,273,17054,1949,3887,3311,3787,2955,468,697,40181,8315,8315,0,21938,20627,1311,9928,9928,0,40657,38505,504,48,79,0,893,628
0500000US39129,"Pickaway County, Ohio",57830,0.1606819274379828,0.006052072522367775,1.1063571310652553e-4,0.0014621855056511078,0,0.0016057129172487626,0.003008095334734181,1.3695313850942419,2017,OH,pickaway,pickaway_OH,0.122,6980,1.3,SNAP,1.85,Other Nutrition Program,0.416,0.118,0.466,3097000,2.6,0.188,2360,0.6,0.4,43103,39.71,-82.95,40391,1011,3599,17131,6974,3629,5083,2964,57830,57038,792,57830,57551,279,19505,2133,3704,3296,4924,3662,947,839,53153,12995,10774,2221,31682,29117,2565,8476,8476,0,57830,53737,2024,37,489,0,537,1006
0500000US39133,"Portage County, Ohio",162277,0.05554035598897754,0.0025457752791288434,7.177081261267173e-5,0.001190863853721368,5.582174314318912e-5,5.692298841608197e-4,0.0016492097310943565,1.835133752780739,2017,OH,portage,portage_OH,0.137,22200,1.3,SNAP,1.85,Other Nutrition Program,0.482,0.092,0.426,12063000,3.18,0.195,6100,0.61,0.39,44201,41.03,-81.18,104615,1714,7586,37268,18516,8046,19230,12255,162277,159299,2978,162277,158936,3341,62293,9312,11056,11009,15289,10226,2945,2456,161313,34688,33959,729,100973,92844,8129,25652,25652,0,162277,146259,6704,189,3136,147,1499,4343
0500000US39139,"Richland County, Ohio",120589,0.07162089056381415,0.0073278880243497655,1.3547240435406378e-4,6.443535171561308e-4,0,4.7587260818787887e-4,0.0027218262763115965,1.8799392979459155,2017,OH,richland,richland_OH,0.15,18250,1.3,SNAP,1.85,Other Nutrition Program,0.535,0.14,0.325,8579000,2.75,0.213,5630,0.79,0.22,44813,40.62,-82.51,84550,3194,8296,33073,17031,7073,11597,4286,120589,118322,2267,120589,120373,216,48998,8178,12170,8976,12335,4929,1174,1236,113731,27938,23438,4500,63470,56492,6978,22323,22167,156,120589,104149,10656,197,937,0,692,3958
0500000US39143,"Sandusky County, Ohio",59195,0.15354812381602562,0.004012502083215597,4.451993776540777e-4,3.3104569107610907e-4,2.340150574848357e-4,0.00444057840788298,0.005921722491232123,9.948475377988006,2017,OH,sandusky,sandusky_OH,0.119,7090,1.3,SNAP,1.85,Other Nutrition Program,0.536,0.13,0.334,3024000,2.5,0.19,2610,0.67,0.33,43407,41.26,-83.25,41376,848,2962,16947,9630,4988,3640,2361,59195,53306,5889,59195,58937,258,23764,4359,4301,4851,6786,2397,613,457,58275,14023,12613,1410,33654,30646,3008,10598,10598,0,59195,53804,1406,156,116,82,1556,2075
0500000US39145,"Scioto County, Ohio",75929,0.12392083257275072,0.004926097231451815,1.890649993761436e-4,5.463805027842683e-4,0,5.307696312761463e-4,0.0015888398112710784,1.345994284133862,2017,OH,scioto,scioto_OH,0.174,13380,1.3,SNAP,1.85,Other Nutrition Program,0.646,0.061,0.293,6013000,2.63,0.251,4230,0.73,0.27,45629,38.6,-82.84,53141,2687,7233,21014,9497,3853,4408,4449,75929,74907,1022,75929,75476,453,30424,7477,6815,5092,6303,2627,1119,991,73112,17368,16890,478,42690,39901,2789,13054,12998,56,75929,71443,2840,109,315,0,306,916
0500000US39147,"Seneca County, Ohio",55243,0.16857980408854922,0.006861548968091864,6.94674489606244e-4,3.3095341250108796e-4,0,0.0016351064637429987,0.002916322149762063,5.068515468023098,2017,OH,seneca,seneca_OH,0.129,7190,1.3,SNAP,1.85,Other Nutrition Program,0.507,0.119,0.374,3183000,2.59,0.208,2580,0.7,0.3,44802,41.04,-83.39,37062,1169,2003,17152,7241,3062,4129,2306,55243,52443,2800,55243,54742,501,22136,3351,5601,4732,5073,2353,698,328,54383,13019,12752,267,32370,30444,1926,8994,8805,189,55243,51447,2094,212,101,0,499,890
0500000US39149,"Shelby County, Ohio",48759,0.1935316913671567,0.002729826947844748,0,0.002670940079940547,0,8.412409700600148e-5,0.006073759803833307,1.4869049816444144,2017,OH,shelby,shelby_OH,0.114,5570,1.3,SNAP,1.85,Other Nutrition Program,0.433,0.155,0.412,2513000,2.64,0.171,2150,0.6,0.4,45302,40.39,-84.17,32263,1147,3098,12782,5667,4378,3318,1873,48759,48034,725,48759,48186,573,18481,2173,3880,3150,5829,2030,905,514,48426,13280,12763,517,27703,25574,2129,7443,7443,0,48759,46011,649,0,635,0,20,1444
0500000US39151,"Stark County, Ohio",372542,0.023613863019296584,0.001771412598531743,6.520758192683453e-5,1.7213360577150025e-4,3.0982607987335745e-6,8.00504127300698e-5,0.0011368455554050777,2.0636599363293264,2017,OH,stark,stark_OH,0.142,53190,1.3,SNAP,1.85,Other Nutrition Program,0.494,0.136,0.37,26323000,2.9,0.205,16770,0.7,0.3,44601,40.91,-81.11,259924,4681,18604,99137,59311,20806,36783,20602,372542,364854,7688,372542,369891,2651,154097,27156,34188,26614,35496,19807,7084,3752,367844,84559,80254,4305,214908,194946,19962,68377,68039,338,372542,327731,24585,905,2389,43,1111,15778
0500000US39153,"Summit County, Ohio",541228,0.014519860372641509,0.002736579260643431,5.175337640197901e-5,6.485899724678095e-4,7.885903660196012e-6,4.591575940676898e-5,4.659169400621435e-4,2.0841493788200167,2017,OH,summit,summit_OH,0.149,80830,1.3,SNAP,1.85,Other Nutrition Program,0.485,0.127,0.388,42374000,3.07,0.194,22570,0.65,0.35,44056,41.31,-81.49,380675,6866,22144,114899,79090,32702,80064,44910,541228,529948,11280,541228,527083,14145,226989,39840,43234,38568,54724,29095,10998,10530,535672,120649,117185,3464,323665,301055,22610,91358,91119,239,541228,425327,80162,1516,18999,231,1345,13648
0500000US39155,"Trumbull County, Ohio",200380,0.04386017300734752,0.004128297566094626,5.753117385182546e-5,2.734598653216639e-4,0,1.1456424230233641e-4,0.001471154302782394,1.787603553248827,2017,OH,trumbull,trumbull_OH,0.16,32600,1.3,SNAP,1.85,Other Nutrition Program,0.531,0.121,0.348,15463000,2.78,0.243,10310,0.75,0.25,44402,41.38,-80.87,144108,4538,9581,66705,26683,9710,17941,8950,200380,196798,3582,200380,199727,653,86886,16544,21163,16872,18596,9809,1939,1963,197022,43174,40346,2828,112619,101562,11057,41229,41011,218,200380,176108,16576,231,1098,0,460,5907
0500000US39159,"Union County, Ohio",56741,0.15994826189329187,0.004407460455697164,3.1060327383348584e-4,0.0072184200838902104,0.0014318810923723696,1.7704386608508691e-4,0.0027457329406880148,0.9975150244091574,2017,OH,union,union_OH,0.096,5240,1.3,SNAP,1.85,Other Nutrition Program,0.37,0.127,0.503,2562000,2.87,0.153,2110,0.48,0.53,43007,40.33,-83.38,38114,714,1822,11899,7402,3195,8250,4832,56741,56175,566,56741,55754,987,19045,1657,1581,2507,5139,4531,1197,2433,53385,15030,14494,536,31943,30587,1356,6412,6412,0,56741,51496,1419,100,2324,461,57,884
0500000US39165,"Warren County, Ohio",228882,0.0386603768635252,0.0014490244446305229,4.562203165152087e-5,0.002599310481166358,0,1.3037593145601988e-4,8.059255967896281e-4,2.7110039234190544,2017,OH,warren,warren_OH,0.092,20640,1.3,SNAP,1.85,Other Nutrition Program,0.279,0.111,0.609,10746000,3.05,0.146,8400,0.37,0.63,45005,39.55,-84.3,154438,3018,6308,42260,24064,13237,40441,25110,228882,222677,6205,228882,220941,7941,83158,4999,10055,11157,21960,16198,8903,9886,221817,59906,58300,1606,130865,122973,7892,31046,31020,26,228882,202530,7591,239,13617,0,683,4222
0500000US39167,"Washington County, Ohio",60418,0.1591333518487495,8.30060865399148e-4,0.0019669429087676178,1.972421858374213e-4,0,1.1779741654179326e-4,0.0032681934403339394,1.1072859081730608,2017,OH,washington,washington_OH,0.14,8540,1.3,SNAP,1.85,Other Nutrition Program,0.529,0.109,0.362,3969000,2.72,0.214,2580,0.73,0.27,45712,39.39,-81.64,43184,688,2404,17101,8685,5138,5397,3771,60418,59749,669,60418,60053,365,23880,5879,5020,4390,4544,2936,504,607,59751,12406,11950,456,35341,31827,3514,12004,11887,117,60418,58089,303,718,72,0,43,1193
0500000US39169,"Wayne County, Ohio",116038,0.08181024396219062,6.364735382148714e-4,7.203959534053969e-5,0.0010367760319112721,5.792874676868141e-5,2.844450001590382e-4,0.002280758734956674,1.9726296558024097,2017,OH,wayne,wayne_OH,0.12,13930,1.3,SNAP,1.85,Other Nutrition Program,0.51,0.139,0.351,7139000,3,0.192,5460,0.77,0.23,44214,40.98,-81.99,76595,6124,4065,29723,14204,5380,10731,6368,116038,113749,2289,116038,114804,1234,42890,6919,8104,7771,12239,4892,1332,1633,114805,30480,22491,7989,64884,55831,9053,19441,19067,374,116038,110156,857,97,1396,78,383,3071
0500000US39171,"Williams County, Ohio",36784,0.25842853503452246,0.0027862715619874443,0.001515081353335348,0.0011012054714486185,5.395167746023433e-4,0.002520208495060261,0.004966510582640749,4.507394519356242,2017,OH,williams,williams_OH,0.119,4400,1.3,SNAP,1.85,Other Nutrition Program,0.523,0.178,0.299,2096000,2.79,0.196,1670,0.78,0.22,43501,41.66,-84.43,25625,275,1755,11192,5543,2880,2621,1359,36784,35126,1658,36784,36684,100,15194,1936,4145,3998,3024,1319,569,203,35804,8746,8746,0,20654,19658,996,6404,6404,0,36784,34967,377,205,149,73,341,672
0500000US39173,"Wood County, Ohio",130492,0.07063240269146641,0.0017629618444533499,6.870970546337172e-5,0.0014546490635279638,0,8.697356734295173e-4,0.001844591323593595,5.591147350029121,2017,OH,wood,wood_OH,0.125,16220,1.3,SNAP,1.85,Other Nutrition Program,0.486,0.087,0.427,7765000,2.81,0.165,4400,0.54,0.47,43402,41.37,-83.64,81051,1047,2919,25275,16875,8595,15610,10730,130492,123196,7296,130492,127113,3379,49805,7107,9460,8216,11838,7971,2073,3140,128862,29686,28989,697,80548,75858,4690,18628,18366,262,130492,120274,3002,117,2477,0,1481,3141
0500000US40001,"Adair County, Oklahoma",21909,0.18981080712486398,0.0022499799329914727,0.19731074023483552,3.9582980302627763e-4,0.0023541456706299667,0.013312381270199545,0.05099954514780671,6.577205714546533,2017,OK,adair,adair_OK,0.191,4230,1.3,SNAP,1.85,Other Nutrition Program,0.682,0.129,0.19,2106000,2.92,0.285,1670,0.78,0.22,74457,35.97,-94.78,14242,631,2269,7059,2181,486,1328,288,21909,20468,1441,21909,21781,128,7551,2152,2287,1422,958,613,90,29,21785,6022,4074,1948,12355,7808,4547,3408,3344,64,21909,9111,108,9471,19,113,639,2448
0500000US40009,"Beckham County, Oklahoma",23289,0.3587353687543404,0.015266119408366852,0.008831486952424786,0,0,0.028485693823583076,0.01806859543502357,14.551934389626004,2017,OK,beckham,beckham_OK,0.133,3060,1.3,SNAP,1.85,Other Nutrition Program,0.494,0.203,0.303,1660000,3.18,0.191,1110,0.65,0.35,73627,35.21,-99.5,15538,373,1732,5755,4738,1406,1116,418,23289,19900,3389,23289,22886,403,7766,901,1728,1502,2235,1024,201,175,20924,6865,5824,1041,11616,9603,2013,2443,2443,0,23289,19457,828,479,0,0,1545,980
0500000US40013,"Bryan County, Oklahoma",46319,0.1600363738370474,0.003355939687277534,0.027630570091918365,8.995782772841167e-4,4.288145155965738e-4,0.003845347558338841,0.01969750155338175,5.8420950365940545,2017,OK,bryan,bryan_OK,0.159,7150,1.3,SNAP,1.85,Other Nutrition Program,0.565,0.176,0.259,3728000,3.06,0.223,2350,0.73,0.27,73449,34,-96.51,30935,1414,3108,8349,8121,2530,4767,2646,46319,43613,2706,46319,45617,702,17385,3696,4585,2991,3393,1984,264,472,45873,11520,9923,1597,26447,19116,7331,7906,7734,172,46319,34335,720,5928,193,92,825,4226
0500000US40015,"Caddo County, Oklahoma",29173,0.2236024739335416,0.006697499219239029,0.08770198977614053,4.6999994520975645e-5,1.7624997945365865e-4,0.006356749258961956,0.018200747878247818,12.700099406985913,2017,OK,caddo,caddo_OK,0.156,4590,1.3,SNAP,1.85,Other Nutrition Program,0.569,0.147,0.284,2362000,3.02,0.234,1740,0.71,0.29,73001,35.23,-98.4,19809,872,2230,7132,5090,1210,2490,785,29173,25468,3705,29173,27639,1534,9907,1782,2885,1849,2100,912,139,240,27543,7611,6816,795,15246,11259,3987,4686,4622,64,29173,19030,570,7464,4,15,541,1549
0500000US40017,"Canadian County, Oklahoma",139926,0.0579908802796599,0.00182999527965001,0.002554230084713843,0.002149720941123889,7.763306796170849e-5,0.0018524680098494521,0.005011418834475551,8.772494032560067,2017,OK,canadian,canadian_OK,0.113,15020,1.3,SNAP,1.85,Other Nutrition Program,0.347,0.136,0.517,7987000,3.12,0.176,6180,0.48,0.52,73014,35.6,-98.12,91884,2685,3615,25409,25802,9340,18364,6669,139926,127651,12275,139926,137083,2843,44814,4253,6351,7187,11524,10077,3493,1929,138063,39051,36908,2143,81790,69561,12229,17222,17222,0,139926,113542,3583,5001,4209,152,3627,9812
0500000US40019,"Carter County, Oklahoma",48190,0.15663942801633277,0.012487748549795607,0.017788582503174364,0.002656876156973755,0,0.0017095297152651227,0.016229766994544703,7.321020958705125,2017,OK,carter,carter_OK,0.158,7660,1.3,SNAP,1.85,Other Nutrition Program,0.509,0.162,0.329,3696000,2.83,0.218,2690,0.66,0.35,73401,34.19,-97.11,31754,1168,2821,12158,7430,1444,4563,2170,48190,44662,3528,48190,47197,993,18218,3147,4609,3478,4095,1755,457,677,47602,12731,12079,652,27446,20591,6855,7425,7425,0,48190,36376,2900,4131,617,0,397,3769
0500000US40021,"Cherokee County, Oklahoma",48888,0.10293566456865022,6.694458308667602e-4,0.07128761291442413,0.005075236205258626,2.2593796791753155e-4,6.150533571088359e-4,0.023740222777112484,7.1489936180657825,2017,OK,cherokee,cherokee_OK,0.172,8320,1.3,SNAP,1.85,Other Nutrition Program,0.574,0.154,0.273,4648000,3.27,0.247,2740,0.75,0.25,74427,35.7,-94.97,29686,1422,2202,9251,7420,2106,5138,2147,48888,45393,3495,48888,47957,931,16467,4756,3415,3741,3071,865,288,331,48532,13325,11579,1746,27410,17015,10395,7797,7317,480,48888,24602,160,17038,1213,54,147,5674
0500000US40027,"Cleveland County, Oklahoma",279641,0.027618096718320512,0.0017936270359037254,0.0013129308981622379,0.001527511403384429,0,6.443809093054949e-4,0.00286358835127564,8.674693625040678,2017,OK,cleveland,cleveland_OK,0.139,38100,1.3,SNAP,1.85,Other Nutrition Program,0.403,0.137,0.461,19881000,3.06,0.186,11350,0.52,0.48,73019,35.22,-97.34,178227,4150,11209,45170,43315,14464,38543,21376,279641,255383,24258,279641,270498,9143,106080,13757,20382,17273,29095,15610,5214,4749,273510,66918,63513,3405,171693,147740,23953,34899,34607,292,279641,215971,14026,10267,11945,0,5039,22393
0500000US40031,"Comanche County, Oklahoma",121526,0.05097853532844282,0.012427744626211873,0.00437280019592875,0.0021945254622181914,4.4486369289643683e-4,0.0026001165612211828,0.009268332158853008,13.149449500518406,2017,OK,comanche,comanche_OK,0.175,21540,1.3,SNAP,1.85,Other Nutrition Program,0.491,0.159,0.349,10374000,2.82,0.22,6520,0.61,0.39,73501,34.6,-98.42,76203,1891,4522,22367,22976,6008,10600,7839,121526,105546,15980,121526,118456,3070,43901,8282,9136,7951,11391,5037,1239,865,109153,29861,27609,2252,64370,52189,12181,14922,14881,41,121526,75288,18354,6458,3241,657,3840,13688
0500000US40037,"Creek County, Oklahoma",71704,0.11121735807300519,0.003940512179635348,0.017714800065211624,4.7457303644176947e-4,1.5559771686615392e-4,2.722960045157694e-4,0.005687096551457926,4.228494923574696,2017,OK,creek,creek_OK,0.151,10740,1.3,SNAP,1.85,Other Nutrition Program,0.475,0.173,0.353,5770000,3.15,0.23,3940,0.65,0.35,74010,35.83,-96.39,48317,1629,4153,19747,11098,3784,5310,2596,71704,68672,3032,71704,70984,720,26390,5246,5893,4605,6287,3056,798,505,70848,18442,17624,818,40745,32814,7931,11661,11661,0,71704,57182,2026,9108,244,80,140,2924
0500000US40039,"Custer County, Oklahoma",28800,0.2702907986111111,0.010247878086419752,0.013527199074074073,0.014853395061728395,0,0.019917052469135804,0.018385898919753084,18.319444444444443,2017,OK,custer,custer_OK,0.137,3990,1.3,SNAP,1.85,Other Nutrition Program,0.561,0.184,0.255,2240000,3.29,0.192,1390,0.72,0.28,73096,35.53,-98.68,17820,900,1553,5234,3697,1416,3473,1547,28800,23524,5276,28800,26963,1837,11027,1903,2358,1802,2238,2042,222,462,28183,7473,6825,648,17153,13204,3949,3557,3557,0,28800,22419,850,1122,1232,0,1652,1525
