year,state,county,county_state,fi_rate,number_food_insecure_individuals,low_threshold_in_state,low_threshold_type,high_threshold_in_state,high_threshold_type,percent_fi_low_threshold,percent_fi_btwn_thresholds,percent_fi_high_threshold,weighted_annual_food_budget_shortfall,cost_per_meal,child_fi_rate,number_food_insecure_children,percent_of_children_in_fi_hh_with_hh_incomes_below_185_percent_fpl,percent_of_children_in_fi_hh_with_hh_incomes_above_185_percent_fpl,zip,latitude,longitude,id,estimate_total_edu_data,estimate_total_less_than_9th_grade,estimate_total_9th_to_12th_grade_no_diploma,estimate_total_high_school_graduate_includes_equivalency,estimate_total_some_college_no_degree,estimate_total_associates_degree,estimate_total_bachelors_degree,estimate_total_graduate_or_professional_degree,estimate_total_hispanic_data,estimate_total_not_hispanic_or_latino,estimate_total_hispanic_or_latino,estimate_total_immigration_data,estimate_total_u_s_citizen,estimate_total_not_a_u_s_citizen,estimate_total_income_data,estimate_total_less_than_20_000,estimate_total_20_000_to_39_999,estimate_total_40_000_to_59_999,estimate_total_60_000_to_99_999,estimate_total_100_000_to_149_999,estimate_total_150_000_to_199_999,estimate_total_200_000_or_more,estimate_total_ins_status_data,estimate_total_under_19_years,estimate_total_under_19_years_with_health_insurance_coverage,estimate_total_under_19_years_no_health_insurance_coverage,estimate_total_19_to_64_years,estimate_total_19_to_64_years_with_health_insurance_coverage,estimate_total_19_to_64_years_no_health_insurance_coverage,estimate_total_65_years_and_over,estimate_total_65_years_and_over_with_health_insurance_coverage,estimate_total_65_years_and_over_no_health_insurance_coverage,estimate_total_race_data,estimate_total_white_alone,estimate_total_black_or_african_american_alone,estimate_total_american_indian_and_alaska_native_alone,estimate_total_asian_alone,estimate_total_native_hawaiian_and_other_pacific_islander_alone,estimate_total_some_other_race_alone,estimate_total_two_or_more_races
2017,SD,tripp,tripp_SD,0.131,720,1.3,SNAP,1.85,Other Nutrition Program,0.596,0.053,0.352,402000,3.27,0.201,250,0.73,0.27,57528,43.26,-99.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,SD,turner,turner_SD,0.098,810,1.3,SNAP,1.85,Other Nutrition Program,0.431,0.135,0.433,422000,3.05,0.152,290,0.57,0.43,57014,43.11,-96.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,SD,union,union_SD,0.094,1400,1.3,SNAP,1.85,Other Nutrition Program,0.332,0.086,0.581,743000,3.11,0.138,510,0.36,0.64,57001,43.02,-96.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,SD,walworth,walworth_SD,0.117,640,1.3,SNAP,1.85,Other Nutrition Program,0.392,0.21,0.398,332000,3.04,0.165,210,0.5,0.5,57420,45.33,-100.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,SD,yankton,yankton_SD,0.115,2600,1.3,SNAP,1.85,Other Nutrition Program,0.448,0.134,0.418,1416000,3.19,0.158,760,0.57,0.43,57031,42.88,-97.17,0500000US46135,15619,548,1616,6054,2893,1205,1904,1399,21805,20781,1024,21805,21784,21,9790,1628,1750,2019,2571,1213,470,139,20535,4314,4314,0,12501,11443,1058,3720,3720,0,21805,19979,251,963,0,0,101,511
2017,SD,ziebach,ziebach_SD,0.216,610,1.3,SNAP,1.85,Other Nutrition Program,0.866,0.134,0,337000,3.23,0.297,280,0.84,0.16,57622,44.6,-101.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,TN,anderson,anderson_TN,0.126,9540,1.3,SNAP,1.85,Other Nutrition Program,0.556,0.132,0.311,4980000,3.06,0.2,3190,0.68,0.32,37705,36.2,-84.04,0500000US47001,54085,1894,5387,18661,10520,4912,6782,5929,76257,74069,2188,76257,74433,1824,29929,5495,6921,5135,6839,3151,1348,1040,75339,17692,17337,355,43050,37346,5704,14597,14597,0,76257,69020,1773,71,1207,0,1168,3018
2017,TN,bedford,bedford_TN,0.118,5540,1.3,SNAP,1.85,Other Nutrition Program,0.631,0.25,0.119,2929000,3.1,0.188,2270,0.91,0.09,37020,35.59,-86.35,0500000US47003,31731,1413,4564,12568,5626,1924,3790,1846,48117,42295,5822,48117,44969,3148,17452,2400,4494,2377,5035,2133,193,820,47724,12483,11830,653,28433,23938,4495,6808,6808,0,48117,40931,3365,67,0,163,2061,1530
2017,TN,benton,benton_TN,0.145,2340,1.3,SNAP,1.85,Other Nutrition Program,0.712,0.116,0.171,1225000,3.07,0.223,720,0.9,0.1,38221,36.23,-88.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,TN,bledsoe,bledsoe_TN,0.143,2060,1.3,SNAP,1.85,Other Nutrition Program,0.601,0.144,0.255,1135000,3.23,0.222,530,0.86,0.15,37367,35.6,-85.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,TN,blount,blount_TN,0.107,13580,1.3,SNAP,1.85,Other Nutrition Program,0.528,0.15,0.322,7333000,3.16,0.178,4730,0.68,0.32,37701,35.79,-83.97,0500000US47009,93543,3597,6718,33436,21089,7105,13484,8114,129929,125644,4285,129929,127539,2390,50793,7603,12536,8976,11919,6286,1826,1647,128811,27968,26790,1178,75352,66426,8926,25491,25448,43,129929,122346,2981,419,1137,398,0,2648
2017,TN,bradley,bradley_TN,0.127,13170,1.3,SNAP,1.85,Other Nutrition Program,0.579,0.125,0.296,7079000,3.15,0.196,4550,0.74,0.26,37310,35.28,-84.76,0500000US47011,71960,3208,6528,24363,16533,5659,8761,6908,105560,98953,6607,105560,100080,5480,40610,7155,9582,6987,9177,5082,1667,960,104632,25420,24491,929,62519,51744,10775,16693,16693,0,105560,93614,5503,118,1407,93,3303,1522
2017,TN,campbell,campbell_TN,0.142,5660,1.3,SNAP,1.85,Other Nutrition Program,0.665,0.166,0.169,2935000,3.04,0.23,1870,0.87,0.13,37714,36.32,-84.21,0500000US47013,28492,2150,3873,11844,5500,1481,2275,1369,39648,38877,771,39648,39280,368,15325,2876,4165,3102,3519,1060,253,350,39011,8842,8284,558,22605,17892,4713,7564,7564,0,null,null,null,null,null,null,null,null
2017,TN,cannon,cannon_TN,0.118,1640,1.3,SNAP,1.85,Other Nutrition Program,0.632,0.125,0.243,860000,3.07,0.194,570,0.79,0.21,37016,35.94,-86.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,TN,carroll,carroll_TN,0.147,4140,1.3,SNAP,1.85,Other Nutrition Program,0.577,0.185,0.238,2032000,2.88,0.205,1230,0.79,0.21,38201,36.13,-88.51,0500000US47017,19258,1474,1452,7909,4321,1060,1962,1080,27860,27528,332,27860,27817,43,10966,2766,2399,2109,2781,723,0,188,27352,6224,6171,53,15861,14310,1551,5267,5267,0,27860,23706,1894,0,62,318,19,1861
2017,TN,carter,carter_TN,0.149,8410,1.3,SNAP,1.85,Other Nutrition Program,0.679,0.101,0.22,4596000,3.2,0.238,2580,0.86,0.14,37643,36.33,-82.23,0500000US47019,40979,2307,3528,17062,9374,2174,4322,2212,56488,55386,1102,56488,55766,722,22672,5665,5481,4604,4092,2047,514,269,55508,11902,11498,404,32340,27744,4596,11266,11266,0,null,null,null,null,null,null,null,null
2017,TN,cheatham,cheatham_TN,0.097,3870,1.3,SNAP,1.85,Other Nutrition Program,0.558,0.158,0.283,2018000,3.06,0.17,1570,0.75,0.25,37015,36.27,-87.05,0500000US47021,28058,1042,3233,10853,5898,1707,3612,1713,40330,39132,1198,40330,40219,111,14784,1679,2856,3232,3588,2793,251,385,40007,9540,9388,152,24552,21802,2750,5915,5915,0,40330,38236,474,314,187,0,362,757
2017,TN,chester,chester_TN,0.133,2270,1.3,SNAP,1.85,Other Nutrition Program,0.526,0.137,0.337,1128000,2.91,0.19,740,0.69,0.31,38332,35.38,-88.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,TN,claiborne,claiborne_TN,0.144,4540,1.3,SNAP,1.85,Other Nutrition Program,0.619,0.154,0.227,2271000,2.93,0.223,1340,0.83,0.17,37707,36.54,-83.67,0500000US47025,22087,2188,1678,9171,4515,1245,2081,1209,31609,30878,731,31609,31020,589,13694,3428,3995,3268,1965,525,172,341,30927,6409,6202,207,18841,16168,2673,5677,5648,29,null,null,null,null,null,null,null,null
2017,TN,clay,clay_TN,0.155,1190,1.3,SNAP,1.85,Other Nutrition Program,0.739,0.122,0.139,607000,2.99,0.235,360,0.84,0.16,38551,36.54,-85.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,TN,cocke,cocke_TN,0.156,5510,1.3,SNAP,1.85,Other Nutrition Program,0.708,0.105,0.187,2762000,2.94,0.255,1850,0.8,0.2,37713,36.04,-83.18,0500000US47029,25710,1602,3773,10987,4462,1928,1760,1198,35556,34699,857,35556,35544,12,14338,3562,3591,2442,2710,1821,69,143,35248,7378,6863,515,20356,16710,3646,7514,7514,0,null,null,null,null,null,null,null,null
2017,TN,coffee,coffee_TN,0.118,6370,1.3,SNAP,1.85,Other Nutrition Program,0.579,0.177,0.245,3202000,2.95,0.188,2450,0.81,0.19,37018,35.64,-86.2,0500000US47031,37576,2733,2276,14614,7382,2519,4999,3053,55034,52706,2328,55034,53386,1648,21810,4498,4694,4132,5721,1412,471,882,54376,13681,13409,272,31396,26501,4895,9299,9259,40,55034,50029,1882,24,228,0,1140,1731
2017,TN,crockett,crockett_TN,0.131,1900,1.3,SNAP,1.85,Other Nutrition Program,0.657,0.191,0.153,940000,2.9,0.188,670,0.86,0.14,38001,35.78,-89.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,TN,cumberland,cumberland_TN,0.117,6810,1.3,SNAP,1.85,Other Nutrition Program,0.593,0.189,0.219,3800000,3.27,0.205,2140,0.83,0.17,37723,35.9,-84.88,0500000US47035,45221,2827,3500,17687,9195,3339,5195,3478,59078,57312,1766,59078,58822,256,25386,4319,6959,5122,5855,1958,791,382,58515,10948,10728,220,29739,24727,5012,17828,17796,32,59078,57261,340,580,294,0,237,366
2017,TN,davidson,davidson_TN,0.146,99120,1.3,SNAP,1.85,Other Nutrition Program,0.546,0.149,0.305,54358000,3.21,0.181,26340,0.7,0.3,37011,36.04,-86.64,0500000US47037,477260,19533,26359,106075,94749,31260,129205,70079,691243,620171,71072,691243,636082,55161,283929,39710,49333,55464,69490,39695,13733,16504,684601,154088,141119,12969,450524,376842,73682,79989,79517,472,691243,447669,185187,1507,24546,598,10086,21650
2017,TN,decatur,decatur_TN,0.144,1680,1.3,SNAP,1.85,Other Nutrition Program,0.659,0.12,0.22,866000,3.02,0.237,580,0.82,0.18,38311,35.44,-88.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,TN,de kalb,de kalb_TN,0.129,2510,1.3,SNAP,1.85,Other Nutrition Program,0.61,0.147,0.242,1307000,3.05,0.218,930,0.77,0.24,37012,36.07,-86.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,TN,dickson,dickson_TN,0.115,5900,1.3,SNAP,1.85,Other Nutrition Program,0.568,0.147,0.285,2814000,2.8,0.177,2150,0.68,0.32,37029,36.05,-87.31,0500000US47043,36477,1645,4171,16667,7049,2186,3031,1728,52853,52405,448,52853,52821,32,18733,3300,4398,4524,3817,1384,586,724,52528,14256,14256,0,30010,25449,4561,8262,8262,0,null,null,null,null,null,null,null,null
2017,TN,dyer,dyer_TN,0.151,5720,1.3,SNAP,1.85,Other Nutrition Program,0.599,0.155,0.246,2995000,3.07,0.201,1820,0.74,0.26,38007,36.15,-89.49,0500000US47045,25546,1809,1629,8942,6732,2388,2895,1151,37463,36117,1346,37463,36978,485,15361,2580,4493,3408,2840,1322,447,271,36992,9585,9498,87,21417,19670,1747,5990,5990,0,null,null,null,null,null,null,null,null
2017,TN,fayette,fayette_TN,0.134,5280,1.3,SNAP,1.85,Other Nutrition Program,0.501,0.106,0.394,2849000,3.16,0.178,1430,0.58,0.42,38010,35.36,-89.57,0500000US47047,29585,986,2785,9553,7902,2687,3577,2095,40036,38959,1077,40036,39745,291,15538,3080,2975,1816,3607,1978,995,1087,39424,8464,8068,396,22760,19002,3758,8200,8200,0,null,null,null,null,null,null,null,null
2017,TN,fentress,fentress_TN,0.14,2510,1.3,SNAP,1.85,Other Nutrition Program,0.747,0.154,0.098,1307000,3.05,0.217,840,1,0,38504,36.38,-84.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,TN,franklin,franklin_TN,0.118,4880,1.3,SNAP,1.85,Other Nutrition Program,0.561,0.186,0.253,2621000,3.15,0.177,1520,0.85,0.15,37306,35.12,-86.18,0500000US47051,29125,1612,2186,10823,5202,2663,3592,3047,41652,40206,1446,41652,40627,1025,16591,3399,3821,3507,3280,1494,470,620,41346,9382,9295,87,24350,22163,2187,7614,7614,0,null,null,null,null,null,null,null,null
2017,TN,gibson,gibson_TN,0.147,7260,1.3,SNAP,1.85,Other Nutrition Program,0.583,0.233,0.184,3648000,2.94,0.202,2430,0.82,0.18,38233,36.19,-89.01,0500000US47053,32865,2271,3069,13330,7352,2331,2880,1632,49111,47756,1355,49111,48670,441,18687,5116,3802,3059,4272,2022,140,276,48094,12015,11492,523,27763,23063,4700,8316,8301,15,null,null,null,null,null,null,null,null
2017,TN,giles,giles_TN,0.13,3760,1.3,SNAP,1.85,Other Nutrition Program,0.58,0.199,0.221,2058000,3.21,0.18,1090,0.94,0.06,38449,34.99,-86.84,0500000US47055,21028,951,1813,9397,4627,1347,1837,1056,29401,28527,874,29401,29294,107,12363,2794,2315,2741,2693,1503,158,159,28951,6697,6510,187,16822,14272,2550,5432,5432,0,null,null,null,null,null,null,null,null
2017,TN,grainger,grainger_TN,0.122,2810,1.3,SNAP,1.85,Other Nutrition Program,0.65,0.129,0.221,1441000,3.01,0.2,960,0.82,0.18,37708,36.34,-83.28,0500000US47057,16150,889,1710,7429,2107,1963,1349,703,23144,22295,849,23144,22977,167,8702,1402,2114,1986,2042,763,223,172,22999,5713,5713,0,13219,11263,1956,4067,4067,0,null,null,null,null,null,null,null,null
2017,TN,greene,greene_TN,0.127,8720,1.3,SNAP,1.85,Other Nutrition Program,0.612,0.191,0.197,4576000,3.08,0.2,2710,0.89,0.11,37616,36.21,-82.74,0500000US47059,49628,2492,4965,19686,11831,3590,4523,2541,68808,67319,1489,68808,67114,1694,27249,6916,6983,5303,4990,2161,616,280,67591,14222,14039,183,39456,33665,5791,13913,13913,0,null,null,null,null,null,null,null,null
2017,TN,grundy,grundy_TN,0.157,2100,1.3,SNAP,1.85,Other Nutrition Program,0.734,0.142,0.124,1149000,3.21,0.247,740,0.97,0.04,37301,35.42,-85.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,TN,hamblen,hamblen_TN,0.126,7990,1.3,SNAP,1.85,Other Nutrition Program,0.619,0.142,0.239,3781000,2.77,0.202,2980,0.69,0.31,37778,36.15,-83.2,0500000US47063,43840,3499,4908,15827,7730,4913,4601,2362,64277,56607,7670,64277,61005,3272,23189,3887,6390,4502,4852,2568,478,512,63480,16983,16621,362,35265,29695,5570,11232,11232,0,null,null,null,null,null,null,null,null
2017,TN,hamilton,hamilton_TN,0.135,47950,1.3,SNAP,1.85,Other Nutrition Program,0.511,0.152,0.337,27000000,3.3,0.176,13140,0.67,0.33,37302,35.01,-85,0500000US47065,255297,7416,13655,74672,53731,22845,55255,27723,361613,340992,20621,361613,349025,12588,145071,27927,30917,24065,30682,17103,5022,9355,357973,78518,74108,4410,218719,191135,27584,60736,60427,309,361613,273702,68670,647,8498,0,4832,5264
2017,TN,hancock,hancock_TN,0.153,1010,1.3,SNAP,1.85,Other Nutrition Program,0.704,0.13,0.166,503000,2.92,0.239,320,0.88,0.12,37765,36.57,-83.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,TN,hardeman,hardeman_TN,0.188,4860,1.3,SNAP,1.85,Other Nutrition Program,0.565,0.192,0.243,2355000,2.84,0.206,1030,0.95,0.05,38008,35.26,-88.99,0500000US47069,18611,934,2555,8207,3309,992,1497,1117,25447,25370,77,25447,25325,122,9376,2312,2635,1654,1969,720,8,78,21757,5043,4880,163,12634,10158,2476,4080,4080,0,null,null,null,null,null,null,null,null
2017,TN,hardin,hardin_TN,0.138,3570,1.3,SNAP,1.85,Other Nutrition Program,0.629,0.107,0.264,1815000,2.98,0.215,1150,0.75,0.25,38326,35.03,-88.29,0500000US47071,17611,1199,2378,8272,2766,537,1631,828,25846,25368,478,25846,25757,89,9873,2211,2841,1442,2067,911,46,355,25426,6766,5974,792,13581,11275,2306,5079,4897,182,null,null,null,null,null,null,null,null
2017,TN,hawkins,hawkins_TN,0.13,7360,1.3,SNAP,1.85,Other Nutrition Program,0.649,0.129,0.222,3895000,3.1,0.218,2550,0.82,0.19,37642,36.52,-82.71,0500000US47073,41037,2752,2896,17400,9648,3271,3554,1516,56459,55823,636,56459,55850,609,24411,5575,6621,5404,4118,1966,420,307,55780,11993,11293,700,32535,28691,3844,11252,11252,0,null,null,null,null,null,null,null,null
2017,TN,haywood,haywood_TN,0.197,3540,1.3,SNAP,1.85,Other Nutrition Program,0.641,0.208,0.151,1775000,2.94,0.203,850,0.83,0.18,38012,35.59,-89.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,TN,henderson,henderson_TN,0.143,3990,1.3,SNAP,1.85,Other Nutrition Program,0.62,0.19,0.189,2052000,3.01,0.216,1390,0.91,0.09,38328,35.63,-88.23,0500000US47077,19356,873,1974,8723,3789,1355,2114,528,27751,27730,21,27751,27385,366,10605,2334,2946,1737,2505,754,285,44,27373,6882,6630,252,15321,13606,1715,5170,5166,4,null,null,null,null,null,null,null,null
2017,TN,henry,henry_TN,0.138,4450,1.3,SNAP,1.85,Other Nutrition Program,0.624,0.155,0.222,2416000,3.18,0.218,1480,0.89,0.11,38222,36.42,-88.17,0500000US47079,23677,1319,2291,10493,3971,1127,2953,1523,32450,31597,853,32450,32311,139,13126,3405,2732,2593,2905,1145,304,42,32037,6883,6550,333,17870,15629,2241,7284,7284,0,null,null,null,null,null,null,null,null
2017,TN,hickman,hickman_TN,0.126,3090,1.3,SNAP,1.85,Other Nutrition Program,0.586,0.211,0.203,1652000,3.13,0.193,1030,0.96,0.05,37025,35.94,-87.34,0500000US47081,18071,486,2603,9607,3539,639,459,738,24864,24311,553,24864,24781,83,8681,2063,1791,2070,1859,516,136,246,23167,5796,5681,115,13281,11980,1301,4090,4090,0,null,null,null,null,null,null,null,null
2017,TN,houston,houston_TN,0.134,1100,1.3,SNAP,1.85,Other Nutrition Program,0.585,0.269,0.147,572000,3.05,0.22,400,0.88,0.12,37061,36.31,-87.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,TN,humphreys,humphreys_TN,0.126,2310,1.3,SNAP,1.85,Other Nutrition Program,0.561,0.148,0.29,1160000,2.94,0.204,800,0.7,0.31,37078,35.94,-87.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,TN,jackson,jackson_TN,0.141,1640,1.3,SNAP,1.85,Other Nutrition Program,0.738,0.076,0.185,848000,3.03,0.246,530,0.9,0.1,38545,36.22,-85.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,TN,jefferson,jefferson_TN,0.112,5930,1.3,SNAP,1.85,Other Nutrition Program,0.538,0.217,0.245,3152000,3.11,0.182,1980,0.81,0.19,37725,36.02,-83.41,0500000US47089,38045,2169,4263,14050,8908,3420,3572,1663,53804,51833,1971,53804,52754,1050,20690,3919,4876,4822,4054,1793,790,436,52879,11480,11387,93,31374,26032,5342,10025,9981,44,null,null,null,null,null,null,null,null
2017,TN,johnson,johnson_TN,0.145,2590,1.3,SNAP,1.85,Other Nutrition Program,0.619,0.138,0.243,1379000,3.12,0.239,730,0.85,0.15,37640,36.31,-82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,TN,knox,knox_TN,0.127,57220,1.3,SNAP,1.85,Other Nutrition Program,0.536,0.111,0.353,31201000,3.2,0.173,16670,0.65,0.35,37721,36.12,-83.8,0500000US47093,309359,8383,17216,77970,65303,24962,69754,45771,461860,442115,19745,461860,446215,15645,187098,32027,36728,31759,40480,26740,9792,9572,458312,104601,102116,2485,284688,252280,32408,69023,68781,242,461860,393661,41214,951,11527,0,6654,7853
2017,TN,lake,lake_TN,0.208,1580,1.3,SNAP,1.85,Other Nutrition Program,0.465,0.041,0.494,744000,2.76,0.271,310,0.69,0.32,38077,36.29,-89.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,TN,lauderdale,lauderdale_TN,0.198,5260,1.3,SNAP,1.85,Other Nutrition Program,0.641,0.154,0.204,2581000,2.87,0.227,1400,0.84,0.16,38037,35.83,-89.4,0500000US47097,17539,1586,3306,7366,3035,856,807,583,25274,24727,547,25274,25065,209,8984,2177,2711,1227,1665,863,208,133,22602,5980,5940,40,12975,10816,2159,3647,3647,0,25274,16678,7256,306,273,0,41,720
2017,TN,lawrence,lawrence_TN,0.128,5450,1.3,SNAP,1.85,Other Nutrition Program,0.653,0.164,0.183,2802000,3.01,0.208,2210,0.85,0.15,38456,35.32,-87.3,0500000US47099,29131,1544,3023,13231,4550,2106,2745,1932,43396,42447,949,43396,43194,202,16343,4032,4144,3495,3590,747,172,163,42943,11705,10867,838,23775,18963,4812,7463,7346,117,null,null,null,null,null,null,null,null
2017,TN,lewis,lewis_TN,0.133,1590,1.3,SNAP,1.85,Other Nutrition Program,0.627,0.112,0.261,828000,3.05,0.223,570,0.68,0.32,38462,35.55,-87.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,TN,lincoln,lincoln_TN,0.124,4160,1.3,SNAP,1.85,Other Nutrition Program,0.635,0.172,0.193,2294000,3.23,0.193,1450,0.92,0.09,37144,35.31,-86.63,0500000US47103,23987,1703,3171,9588,3223,1609,3181,1512,33751,32590,1161,33751,33443,308,13800,2176,2796,2669,3638,1541,482,498,33356,7733,7651,82,19035,17527,1508,6588,6588,0,null,null,null,null,null,null,null,null
2017,TN,loudon,loudon_TN,0.098,4980,1.3,SNAP,1.85,Other Nutrition Program,0.544,0.189,0.267,2385000,2.81,0.19,1940,0.77,0.23,37742,35.65,-84.17,0500000US47105,38674,2682,3071,13156,6341,2548,6677,4199,52152,47673,4479,52152,50476,1676,19736,2601,3510,4577,4073,3440,905,630,51800,10818,10387,431,27586,23041,4545,13396,13396,0,null,null,null,null,null,null,null,null
2017,TN,mcminn,mcminn_TN,0.131,6880,1.3,SNAP,1.85,Other Nutrition Program,0.613,0.118,0.269,3666000,3.12,0.207,2340,0.7,0.3,37303,35.45,-84.6,0500000US47107,37220,1594,3766,15209,6879,1922,5310,2540,52877,50711,2166,52877,51611,1266,20833,6082,5098,2725,4301,2067,71,489,52056,11889,11803,86,30466,25114,5352,9701,9701,0,52877,47592,2298,275,82,0,1589,1041
2017,TN,mcnairy,mcnairy_TN,0.149,3870,1.3,SNAP,1.85,Other Nutrition Program,0.672,0.191,0.137,1861000,2.82,0.218,1260,0.84,0.16,38061,35.05,-88.81,0500000US47109,18371,830,2398,9012,2544,1159,1730,698,26004,25746,258,26004,25920,84,10014,2553,2644,2123,1621,773,63,237,25703,6139,5570,569,14616,12705,1911,4948,4853,95,null,null,null,null,null,null,null,null
